#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
12,Kyrie Irving,DAL,60,37.3,27.1,9.9,20.1,0.494,3.1,8.3,0.379,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8
13,Jaylen Brown,BOS,67,35.9,26.6,10.1,20.6,0.491,2.4,7.3,0.335,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6
14,Trae Young,ATL,73,34.8,26.2,8.2,19.0,0.429,2.1,6.3,0.335,7.8,8.8,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4
15,Ja Morant,MEM,61,31.9,26.2,9.3,19.9,0.466,1.5,4.9,0.307,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6
16,Zion Williamson,NOP,29,33.0,26.0,9.8,16.2,0.608,0.2,0.7,0.368,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2
17,Anthony Davis,LAL,56,34.0,25.9,9.7,17.2,0.563,0.3,1.3,0.257,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6
18,Lauri Markkanen,UTA,66,34.4,25.6,8.7,17.3,0.499,3.0,7.7,0.391,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1
19,Julius Randle,NYK,77,35.6,25.1,8.5,18.6,0.459,2.8,8.3,0.343,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0
20,De'Aaron Fox,SAC,73,33.4,25.0,9.3,18.2,0.512,1.6,5.0,0.324,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4
21,Zach LaVine,CHI,77,36.0,24.8,8.7,18.0,0.485,2.6,7.1,0.375,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1
22,Brandon Ingram,NOP,45,34.2,24.7,9.0,18.6,0.484,1.4,3.6,0.39,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6
23,Anthony Edwards,MIN,79,36.0,24.6,8.9,19.5,0.459,2.7,7.3,0.369,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4
24,DeMar DeRozan,CHI,74,36.2,24.5,8.9,17.6,0.504,0.6,1.9,0.324,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5
25,Nikola Jokic,DEN,69,33.7,24.5,9.4,14.8,0.632,0.8,2.2,0.383,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5
26,Pascal Siakam,TOR,71,37.4,24.2,8.9,18.5,0.48,1.3,4.0,0.324,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2
27,Jalen Brunson,NYK,68,35.0,24.0,8.6,17.6,0.491,2.0,4.7,0.416,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2
28,Kawhi Leonard,LAC,52,33.6,23.8,8.6,16.8,0.512,2.0,4.8,0.416,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6
29,Paul George,LAC,56,34.6,23.8,8.2,17.9,0.457,2.8,7.6,0.371,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8
30,LaMelo Ball,CHA,36,35.2,23.3,8.2,20.0,0.411,4.0,10.6,0.376,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3
31,Bradley Beal,WAS,50,33.5,23.2,8.9,17.6,0.506,1.6,4.4,0.365,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1
32,Kristaps Porzingis,WAS,65,32.6,23.2,7.8,15.7,0.498,2.1,5.5,0.385,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0
33,Jimmy Butler,MIA,64,33.4,22.9,7.5,13.9,0.539,0.6,1.6,0.35,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3
34,Jalen Green,HOU,76,34.2,22.1,7.4,17.9,0.417,2.5,7.3,0.338,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7
35,Keldon Johnson,SAS,63,32.7,22.0,8.0,17.7,0.452,2.1,6.5,0.329,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0
36,Klay Thompson,GSW,69,33.0,21.9,7.9,18.1,0.436,4.4,10.6,0.412,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9
37,Darius Garland,CLE,69,35.5,21.6,7.6,16.4,0.462,2.4,6.0,0.41,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1
38,Bojan Bogdanovic,DET,59,32.1,21.6,7.3,14.9,0.488,2.5,6.0,0.411,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9
39,Desmond Bane,MEM,58,31.8,21.5,7.8,16.2,0.479,2.9,7.0,0.408,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6
40,Kyle Kuzma,WAS,64,35.0,21.2,8.0,17.8,0.448,2.5,7.5,0.333,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3
41,Terry Rozier,CHA,63,35.3,21.1,7.8,18.9,0.415,2.6,8.0,0.327,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9
42,Anfernee Simons,POR,62,35.0,21.1,7.5,16.9,0.447,3.4,9.1,0.377,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3
43,James Harden,PHI,58,36.8,21.0,6.4,14.5,0.441,2.8,7.2,0.385,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9
44,C.J. McCollum,NOP,75,35.3,20.9,7.8,17.9,0.437,2.8,7.2,0.389,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0
45,Jordan Clarkson,UTA,61,32.6,20.8,7.5,16.9,0.444,2.5,7.5,0.338,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0
46,Karl-Anthony Towns,MIN,29,33.0,20.8,7.3,14.8,0.495,2.1,5.7,0.366,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8
47,Tyrese Haliburton,IND,56,33.6,20.7,7.4,15.0,0.49,2.9,7.2,0.4,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2
48,Jerami Grant,POR,63,35.6,20.5,6.9,14.5,0.475,2.3,5.7,0.401,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4
49,Dejounte Murray,ATL,74,36.4,20.5,8.3,17.8,0.464,1.8,5.2,0.344,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4
50,Jordan Poole,GSW,82,30.0,20.4,6.7,15.6,0.43,2.6,7.8,0.336,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6
51,Bam Adebayo,MIA,75,34.6,20.4,8.0,14.9,0.54,0.0,0.2,0.083,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8
52,Tyrese Maxey,PHI,60,33.6,20.3,7.3,15.2,0.481,2.7,6.2,0.434,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2
53,"Kelly Oubre, Jr.",CHA,48,32.2,20.3,7.4,17.1,0.431,2.3,7.1,0.319,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9
54,Mikal Bridges,BRK,83,35.7,20.1,7.1,15.3,0.468,2.0,5.3,0.382,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9
55,Tyler Herro,MIA,67,34.9,20.1,7.3,16.6,0.439,3.0,8.0,0.378,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5
56,Louis King,PHI,1,28.8,20.0,8.0,13.0,0.615,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0
57,Jamal Murray,DEN,65,32.8,20.0,7.3,16.0,0.454,2.6,6.6,0.398,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6
58,Paolo Banchero,ORL,72,33.7,20.0,6.7,15.6,0.427,1.2,4.0,0.298,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2
59,Cade Cunningham,DET,12,33.4,19.9,7.8,18.7,0.415,1.4,5.1,0.279,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8
60,R.J. Barrett,NYK,73,33.9,19.6,7.0,16.1,0.434,1.7,5.3,0.31,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,2.5
61,Fred VanVleet,TOR,69,36.7,19.3,6.3,16.1,0.393,3.0,8.8,0.342,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8
62,Jrue Holiday,MIL,67,32.6,19.3,7.3,15.3,0.479,2.4,6.1,0.384,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7
63,"Kevin Porter, Jr.",HOU,59,34.3,19.2,6.6,15.0,0.442,2.4,6.5,0.366,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6
64,Domantas Sabonis,SAC,79,34.6,19.1,7.3,11.9,0.615,0.4,1.1,0.373,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5
65,"Jaren Jackson, Jr.",MEM,63,28.4,18.6,6.6,13.0,0.506,1.6,4.5,0.355,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6
66,Franz Wagner,ORL,80,32.6,18.6,6.8,14.0,0.485,1.6,4.5,0.361,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3
67,Devin Vassell,SAS,38,31.0,18.5,6.9,15.7,0.439,2.7,7.0,0.387,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5
68,Deandre Ayton,PHX,67,30.4,18.0,7.8,13.2,0.589,0.1,0.4,0.292,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8
69,Myles Turner,IND,62,29.4,18.0,6.5,11.8,0.548,1.5,4.0,0.373,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5
70,D'Angelo Russell,LAL,71,32.5,17.8,6.3,13.4,0.469,2.7,6.9,0.396,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0
71,Nikola Vucevic,CHI,82,33.5,17.6,7.3,14.0,0.52,1.5,4.2,0.349,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2
72,"Michael Porter, Jr.",DEN,62,29.0,17.4,6.4,13.2,0.487,3.0,7.3,0.414,1.5,1.9,0.8,1.0,4.5,5.5,1.0,0.6,0.5,1.1,1.9
73,"Gary Trent, Jr.",TOR,66,32.1,17.4,6.1,14.2,0.433,2.5,6.8,0.369,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5
74,Spencer Dinwiddie,BRK,79,34.5,17.3,5.8,13.3,0.438,2.3,6.2,0.369,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4
75,Andrew Wiggins,GSW,37,32.2,17.1,6.8,14.3,0.473,2.4,6.1,0.396,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9
76,Norman Powell,LAC,60,26.1,17.0,5.7,11.8,0.479,1.9,4.8,0.397,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1
77,Buddy Hield,IND,80,31.0,16.8,5.9,13.0,0.458,3.6,8.5,0.425,1.3,1.6,0.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,2.0
78,OG Anunoby,TOR,67,35.6,16.8,6.3,13.2,0.476,2.1,5.5,0.387,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0
79,Bennedict Mathurin,IND,78,28.5,16.7,5.3,12.2,0.434,1.3,4.0,0.323,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1
80,Christian Wood,DAL,67,25.9,16.6,5.9,11.5,0.515,1.6,4.2,0.376,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5
81,Josh Giddey,OKC,76,31.1,16.6,7.1,14.7,0.482,1.0,3.1,0.325,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9
82,Aaron Gordon,DEN,68,30.2,16.3,6.3,11.2,0.564,0.9,2.5,0.347,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9
83,Jaden Ivey,DET,74,31.1,16.3,5.5,13.3,0.416,1.6,4.7,0.343,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3
84,Evan Mobley,CLE,79,34.4,16.2,6.6,12.0,0.554,0.3,1.3,0.216,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8
85,Raiquan Gray,BRK,1,35.1,16.0,6.0,12.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0
86,Brook Lopez,MIL,78,30.4,15.9,6.1,11.5,0.531,1.7,4.7,0.374,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6
87,Russell Westbrook,LAC,73,29.1,15.9,5.9,13.6,0.436,1.2,3.9,0.311,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2
88,P.J. Washington,CHA,73,32.6,15.7,5.9,13.4,0.444,2.0,5.9,0.348,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6
89,Cameron Johnson,BRK,42,28.6,15.5,5.3,11.3,0.47,2.5,6.1,0.404,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0
90,De'Andre Hunter,ATL,67,31.7,15.4,5.7,12.3,0.461,1.5,4.3,0.35,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0
91,Skylar Mays,POR,6,31.5,15.3,5.7,11.3,0.5,2.0,4.3,0.462,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8
92,Scottie Barnes,TOR,77,34.8,15.3,6.0,13.2,0.456,0.8,2.9,0.281,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2
93,"Wendell Carter, Jr.",ORL,57,29.6,15.2,5.6,10.8,0.525,1.4,3.9,0.356,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8
94,Kevin Huerter,SAC,75,29.4,15.2,5.6,11.5,0.485,2.7,6.8,0.402,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4
95,Khris Middleton,MIL,33,24.3,15.1,5.4,12.3,0.436,1.5,4.9,0.315,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1
96,Harrison Barnes,SAC,82,32.5,15.0,4.6,9.6,0.473,1.6,4.3,0.374,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3
97,Immanuel Quickley,NYK,81,28.9,14.9,5.2,11.6,0.448,2.1,5.6,0.37,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0
98,Malcolm Brogdon,BOS,67,26.0,14.9,5.3,10.9,0.484,2.0,4.4,0.444,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6
99,Alperen Sengun,HOU,75,28.9,14.8,5.9,10.7,0.553,0.3,0.8,0.333,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4
100,Tobias Harris,PHI,74,32.9,14.7,5.7,11.4,0.501,1.7,4.4,0.389,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0
101,Gordon Hayward,CHA,50,31.5,14.7,5.5,11.6,0.475,1.0,3.2,0.325,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,1.4
102,Trey Murphy III,NOP,79,31.0,14.5,4.9,10.1,0.484,2.6,6.3,0.406,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0
103,Tim Hardaway Jr.,DAL,71,30.3,14.4,4.8,11.9,0.401,3.0,7.7,0.385,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7
104,Dillon Brooks,MEM,73,30.3,14.3,5.4,13.6,0.396,2.0,6.0,0.326,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3
105,Collin Sexton,UTA,48,23.9,14.3,4.9,9.8,0.506,1.0,2.5,0.393,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3
106,Jarrett Allen,CLE,68,32.6,14.3,5.9,9.2,0.644,0.0,0.1,0.1,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3
107,Jonas Valanciunas,NOP,79,24.9,14.1,5.6,10.3,0.547,0.5,1.4,0.349,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1
108,Bobby Portis,MIL,70,26.0,14.1,5.7,11.5,0.496,1.4,3.7,0.37,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6
109,Jalen Williams,OKC,75,30.3,14.1,5.5,10.6,0.521,1.0,2.7,0.356,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5
110,Bogdan Bogdanovic,ATL,54,27.9,14.0,5.1,11.3,0.447,2.7,6.7,0.406,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6
111,Markelle Fultz,ORL,60,29.6,14.0,5.8,11.3,0.514,0.5,1.5,0.31,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2
112,Chris Paul,PHX,59,32.0,13.9,5.0,11.3,0.44,1.7,4.4,0.375,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1
113,Saddiq Bey,ATL,77,27.6,13.8,4.6,10.9,0.422,2.0,5.4,0.361,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6
114,Luguentz Dort,OKC,74,30.7,13.7,4.6,11.8,0.388,1.8,5.5,0.33,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3
115,Malik Monk,SAC,77,22.3,13.5,4.6,10.3,0.448,1.9,5.2,0.359,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6
116,Rudy Gobert,MIN,70,30.7,13.4,5.1,7.8,0.659,0.0,0.0,0.0,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3.0
117,Jusuf Nurkic,POR,52,26.8,13.3,5.0,9.7,0.519,0.8,2.3,0.361,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6
118,Kris Dunn,UTA,22,25.8,13.2,5.3,9.8,0.537,0.8,1.6,0.472,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6
119,John Collins,ATL,71,30.0,13.1,5.1,10.0,0.508,1.0,3.4,0.292,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1
120,Cole Anthony,ORL,60,25.9,13.0,4.6,10.2,0.454,1.3,3.4,0.364,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6
121,Austin Reaves,LAL,64,28.8,13.0,4.0,7.7,0.529,1.3,3.4,0.398,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7
122,Tre Jones,SAS,68,29.2,12.9,5.0,10.9,0.459,0.7,2.3,0.285,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4
123,"Jabari Smith, Jr.",HOU,79,31.0,12.8,4.6,11.3,0.408,1.5,4.9,0.307,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9
124,Alec Burks,DET,51,22.0,12.8,3.9,9.0,0.436,1.9,4.7,0.414,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9
125,K.J. Martin,HOU,82,28.0,12.7,5.0,8.8,0.569,0.8,2.6,0.315,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8
126,Malik Beasley,LAL,81,25.8,12.7,4.6,11.6,0.395,2.9,8.1,0.357,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3
127,Nicolas Claxton,BRK,76,29.9,12.6,5.4,7.7,0.705,0.0,0.0,0.0,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8
128,Dennis Schroder,LAL,66,30.1,12.6,4.1,9.8,0.415,1.1,3.4,0.329,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2
129,Mac McClung,PHI,2,20.5,12.5,4.5,10.0,0.45,2.0,5.5,0.364,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5
130,Jakob Poeltl,TOR,72,26.5,12.5,5.4,8.6,0.629,0.0,0.0,0.0,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7
131,Kelly Olynyk,UTA,68,28.6,12.5,4.1,8.2,0.499,1.4,3.5,0.394,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4
132,Eric Gordon,LAC,69,28.5,12.4,4.2,9.5,0.446,1.9,5.2,0.371,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1
133,Derrick White,BOS,82,28.3,12.4,4.3,9.2,0.462,1.8,4.8,0.381,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2
134,Keegan Murray,SAC,80,29.8,12.2,4.4,9.8,0.453,2.6,6.3,0.411,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0
135,Caris LeVert,CLE,74,30.2,12.1,4.3,10.0,0.431,1.7,4.4,0.392,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3
136,Jaden McDaniels,MIN,79,30.6,12.1,4.7,9.1,0.517,1.4,3.4,0.398,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4
137,Marvin Bagley III,DET,42,23.6,12.0,4.8,9.1,0.529,0.5,1.6,0.288,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9
138,Clint Capela,ATL,65,26.6,12.0,5.4,8.2,0.653,0.0,0.0,0.0,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,2.1
139,Mike Conley,MIN,67,30.3,11.9,3.9,9.1,0.428,2.0,5.2,0.385,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1
140,Bones Hyland,LAC,56,19.4,11.8,4.1,10.2,0.399,2.1,5.6,0.371,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7
141,Lonnie Walker,LAL,56,23.2,11.7,4.2,9.4,0.448,1.6,4.4,0.365,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3
142,Zach Collins,SAS,63,22.9,11.6,4.5,8.7,0.518,0.9,2.3,0.374,1.7,2.3,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2
143,"Bruce Brown, Jr.",DEN,80,28.5,11.5,4.5,9.3,0.483,1.1,3.2,0.358,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4
144,Max Strus,MIA,80,28.4,11.5,4.1,9.9,0.41,2.5,7.0,0.35,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1
145,Marcus Smart,BOS,61,32.1,11.5,4.1,9.9,0.415,1.9,5.6,0.336,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8
146,Naz Reid,MIN,68,18.4,11.5,4.6,8.5,0.537,1.1,3.2,0.346,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6
147,John Wall,LAC,34,22.2,11.4,4.1,9.9,0.408,1.0,3.2,0.303,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7
148,Isaiah Stewart II,DET,50,28.3,11.3,3.9,8.8,0.442,1.3,4.1,0.327,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7
