Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Dragan Bender,PF,7-1,235,22,"GOS, MIL",16,3,Maccabi FOX Tel Aviv (Israel),2016 Rnd 1 Pick 4,Bosnia and Herzegovina Croatia
Davis Bertans,SF,6-10,225,27,WAS,54,3,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia
Patrick Beverley,PG,6-1,180,31,LAC,51,7,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States
Khem Birch,PF,6-8,226,27,ORL,48,2,UNLV,"2014 NBA Draft, Undrafted",Canada
Goga Bitadze,C,6-11,245,20,IND,54,0,KK Mega Bemax (Serbia),2019 Rnd 1 Pick 18,Georgia
Bismack Biyombo,PF,6-9,255,27,CHA,53,8,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo
Nemanja Bjelica,PF,6-10,235,31,SAC,72,4,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia
Eric Bledsoe,PG,6-1,214,30,MIL,61,9,Kentucky,2010 Rnd 1 Pick 18,United States
Bogdan Bogdanovic,SG,6-6,220,27,SAC,61,2,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia
Bojan Bogdanovic,F,6-8,216,30,UTA,63,5,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and Herzegovina Croatia
Bol Bol,C,7-2,220,20,DEN,7,0,Oregon,2019 Rnd 2 Pick 14,United States
Jonah Bolden,SF,6-10,220,24,"PHL, PHX",7,1,FMP Beograd (Serbia),2017 Rnd 2 Pick 6,Australia
Marques Bolden,C,6-10,249,21,CLE,1,0,Duke,"2019 NBA Draft, Undrafted",United States Indonesia
Jordan Bone,SG,6-2,180,22,DET,10,0,Tennessee,2019 Rnd 2 Pick 27,United States
Isaac Bonga,SG,6-8,180,20,WAS,66,1,Fraport Skyliners (Germany),2018 Rnd 2 Pick 9,Germany
Devin Booker,SG,6-6,206,23,PHX,70,4,Kentucky,2015 Rnd 1 Pick 13,United States
Chris Boucher,PF,6-9,198,27,TOR,62,2,Oregon,"2017 NBA Draft, Undrafted",Saint Lucia Canada
Brian Bowen II,SF,6-7,199,21,IND,6,0,Sydney (Australia),"2019 NBA Draft, Undrafted",United States
Ky Bowman,SG,6-2,190,22,GSW,45,0,Boston College,"2019 NBA Draft, Undrafted",United States
Avery Bradley,PG,6-3,180,29,LAL,49,9,Texas,2010 Rnd 1 Pick 19,United States
Tony Bradley,C,6-10,248,22,UTA,58,2,North Carolina,2017 Rnd 1 Pick 28,United States
Jarrell Brantley,SF,6-5,250,23,UTA,9,0,Charleston,2019 Rnd 2 Pick 20,United States
Ignas Brazdeikis,SF,6-7,221,21,NYK,9,0,Michigan,2019 Rnd 2 Pick 17,Lithuania Canada
Corey Brewer,GF,6-9,186,33,SAC,5,12,Florida,2007 Rnd 1 Pick 7,United States
Mikal Bridges,SG,6-7,210,23,PHX,73,1,Villanova,2018 Rnd 1 Pick 10,United States
Miles Bridges,SF,6-7,225,21,CHA,65,1,Michigan State,2018 Rnd 1 Pick 12,United States
Oshae Brissett,PF,6-7,210,21,TOR,19,0,Syracuse,"2019 NBA Draft, Undrafted",Canada
Ryan Broekhoff,SF,6-7,215,29,DAL,17,1,Valparaiso,"2013 NBA Draft, Undrafted",Australia
Malcolm Brogdon,SG,6-5,229,27,IND,54,3,Virginia,2016 Rnd 2 Pick 6,United States
Dillon Brooks,F,6-6,220,24,MEM,73,2,Oregon,2017 Rnd 2 Pick 15,Canada
Jaylen Brown,SF,6-6,220,23,BOS,57,3,California,2016 Rnd 1 Pick 3,United States
"Bruce Brown, Jr.",SG,6-4,202,23,DET,58,1,Miami (FL),2018 Rnd 2 Pick 12,United States
"Charlie Brown, Jr.",SG,6-6,199,23,ATL,10,0,Saint Joseph's,"2019 NBA Draft, Undrafted",United States
"Troy Brown, Jr.",SF,6-6,215,20,WAS,69,1,Oregon,2018 Rnd 1 Pick 15,United States
Moses Brown,C,7-2,245,20,POR,9,0,UCLA,"2019 NBA Draft, Undrafted",United States
Sterling Brown,G,6-5,219,25,MIL,52,2,Southern Methodist,2017 Rnd 2 Pick 16,United States
Jalen Brunson,PG,6-1,190,23,DAL,57,1,Villanova,2018 Rnd 2 Pick 3,United States
Thomas Bryant,C,6-10,248,22,WAS,46,2,Indiana,2017 Rnd 2 Pick 12,United States
Reggie Bullock,SG,6-6,205,28,NYK,29,6,North Carolina,2013 Rnd 1 Pick 25,United States
Trey Burke,G,6-0,185,27,"DAL, PHL",33,6,Michigan,2013 Rnd 1 Pick 9,United States
Alec Burks,SG,6-6,214,28,"GOS, PHL",66,8,Colorado,2011 Rnd 1 Pick 12,United States
Deonte Burton,F,6-4,240,26,OKC,39,1,Iowa State,"2017 NBA Draft, Undrafted",United States
Jimmy Butler,GF,6-8,232,30,MIA,58,8,Marquette,2011 Rnd 1 Pick 30,United States
Bruno Caboclo,PF,6-9,218,24,"HOU, MEM",30,5,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil
Devontae Cacok,PF,6-7,240,23,LAL,1,0,UNC Wilmington,"2019 NBA Draft, Undrafted",United States
Kentavious Caldwell-Pope,SG,6-5,204,27,LAL,69,6,Georgia,2013 Rnd 1 Pick 8,United States
Vlatko Cancar,SF,6-8,236,22,DEN,14,0,KK Mega Bemax (Serbia),2017 Rnd 2 Pick 19,Slovenia
Clint Capela,PF,6-10,240,25,HOU,39,5,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland
DeMarre Carroll,F,6-8,215,33,"HOU, SAN",24,10,Missouri,2009 Rnd 1 Pick 27,United States
Jevon Carter,PG,6-1,195,24,PHX,58,1,West Virginia,2018 Rnd 2 Pick 2,United States
"Wendell Carter, Jr.",PF,6-10,265,20,CHI,43,1,Duke,2018 Rnd 1 Pick 7,United States
Vince Carter,SF,6-6,220,43,ATL,60,21,North Carolina,1998 Rnd 1 Pick 5,United States
Michael Carter-Williams,PG,6-6,195,28,ORL,45,6,Syracuse,2013 Rnd 1 Pick 11,United States
Alex Caruso,G,6-5,186,26,LAL,64,2,Texas A&M,"2016 NBA Draft, Undrafted",United States
Willie Cauley-Stein,C,7-0,240,26,"DAL, GOS",54,4,Kentucky,2015 Rnd 1 Pick 6,United States
Tyson Chandler,C,7-1,240,37,HOU,26,18,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,32,BRK,35,12,DePaul,2007 Rnd 1 Pick 23,United States
Joe Chealey,PG,6-4,190,24,CHA,4,1,Charleston,"2018 NBA Draft, Undrafted",United States
Zylan Cheatham,SF,6-5,220,24,NOP,4,0,Arizona State,"2019 NBA Draft, Undrafted",United States
Chris Chiozza,PG,5-11,179,24,"BRK, WAS",28,1,Florida,"2018 NBA Draft, Undrafted",United States
Marquese Chriss,PF,6-9,240,22,GSW,59,3,Washington,2016 Rnd 1 Pick 8,United States
Gary Clark,SF,6-6,225,25,"HOU, ORL",42,1,Cincinnati,"2018 NBA Draft, Undrafted",United States
Brandon Clarke,PF,6-8,210,23,MEM,58,0,Gonzaga,2019 Rnd 1 Pick 21,Canada
Jordan Clarkson,G,6-5,192,27,"CLE, UTH",71,5,Missouri,2014 Rnd 2 Pick 16,United States Philippines
Nicolas Claxton,C,6-11,226,20,BRK,15,0,Georgia,2019 Rnd 2 Pick 1,United States U.S. Virgin Islands
Chris Clemons,PG,5-9,180,22,HOU,33,0,Campbell,"2019 NBA Draft, Undrafted",United States
Antonius Cleveland,G,6-6,195,26,DAL,11,1,Southeast Missouri State,"2017 NBA Draft, Undrafted",United States
Amir Coffey,SF,6-7,210,22,LAC,18,0,Minnesota,"2019 NBA Draft, Undrafted",United States
John Collins,PF,6-9,235,22,ATL,41,2,Wake Forest,2017 Rnd 1 Pick 19,United States
Zach Collins,C,6-11,250,22,POR,11,2,Gonzaga,2017 Rnd 1 Pick 10,United States
Mike Conley,PG,6-1,175,32,UTA,47,12,Ohio State,2007 Rnd 1 Pick 4,United States
Pat Connaughton,SF,6-4,209,27,MIL,67,4,Notre Dame,2015 Rnd 2 Pick 11,United States
Quinn Cook,PG,6-1,180,26,LAL,44,3,Duke,"2015 NBA Draft, Undrafted",United States
Tyler Cook,C,6-8,255,22,"CLE, DEN",13,0,Iowa,"2019 NBA Draft, Undrafted",United States
Robert Covington,F,6-7,209,29,"HOU, MIN",70,6,Tennessee State,"2013 NBA Draft, Undrafted",United States
Allen Crabbe,SG,6-6,212,27,"ATL, MIN",37,6,California,2013 Rnd 2 Pick 1,United States
Torrey Craig,GF,6-7,221,29,DEN,58,2,USC Upstate,"2014 NBA Draft, Undrafted",United States
Jamal Crawford,SG,6-5,195,39,BRK,1,19,Michigan,2000 Rnd 1 Pick 8,United States
Jae Crowder,SF,6-6,235,29,"MEM, MIA",65,7,Marquette,2012 Rnd 2 Pick 4,United States
Jarrett Culver,SG,6-6,195,21,MIN,63,0,Texas Tech,2019 Rnd 1 Pick 6,United States
Seth Curry,G,6-1,190,29,DAL,64,6,Duke,"2013 NBA Draft, Undrafted",United States
Stephen Curry,G,6-3,198,31,GSW,5,10,Davidson,2009 Rnd 1 Pick 7,United States
Troy Daniels,G,6-4,205,28,"DEN, LAL",47,6,VCU,"2013 NBA Draft, Undrafted",United States
Anthony Davis,PF,6-10,253,26,LAL,62,7,Kentucky,2012 Rnd 1 Pick 1,United States
Ed Davis,PF,6-9,218,30,UTA,28,9,North Carolina,2010 Rnd 1 Pick 13,United States
Terence Davis,SF,6-4,201,22,TOR,72,0,Ole Miss,"2019 NBA Draft, Undrafted",United States
DeMar DeRozan,GF,6-6,220,30,SAS,68,10,USC,2009 Rnd 1 Pick 9,United States
Dewayne Dedmon,PF,7-0,245,30,"ATL, SAC",44,6,USC,"2013 NBA Draft, Undrafted",United States
Matt Dellavedova,G,6-3,200,29,CLE,57,6,Saint Mary's,"2013 NBA Draft, Undrafted",Australia
Donte DiVincenzo,SG,6-4,206,23,MIL,66,1,Villanova,2018 Rnd 1 Pick 17,United States
Cheick Diallo,PF,6-8,219,23,PHX,47,3,Kansas,2016 Rnd 2 Pick 3,Mali
Hamidou Diallo,SG,6-5,202,21,OKC,46,1,Kentucky,2018 Rnd 2 Pick 15,United States Guinea
Gorgui Dieng,FC,6-10,250,30,"MEM, MIN",63,6,Louisville,2013 Rnd 1 Pick 21,Senegal
Spencer Dinwiddie,PG,6-5,215,26,BRK,64,5,Colorado,2014 Rnd 2 Pick 8,United States
Luka Doncic,SF,6-7,230,21,DAL,61,1,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia
Luguentz Dort,PG,6-4,220,20,OKC,36,0,Arizona State,"2019 NBA Draft, Undrafted",Canada
Damyean Dotson,SG,6-5,205,25,NYK,48,2,Houston,2017 Rnd 2 Pick 14,United States
Sekou Doumbouya,F,6-8,235,19,DET,38,0,CSP Limoges (France),2019 Rnd 1 Pick 15,France Guinea
P.J. Dozier,PG,6-6,205,23,DEN,29,2,South Carolina,"2017 NBA Draft, Undrafted",United States
Goran Dragic,G,6-3,190,33,MIA,59,11,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Andre Drummond,C,6-10,279,26,"CLE, DET",57,7,Connecticut,2012 Rnd 1 Pick 9,United States
Jared Dudley,PF,6-7,237,34,LAL,45,12,Boston College,2007 Rnd 1 Pick 22,United States
Kris Dunn,SG,6-3,205,25,CHI,51,3,Providence,2016 Rnd 1 Pick 5,United States
Carsen Edwards,PG,5-11,200,21,BOS,37,0,Purdue,2019 Rnd 2 Pick 3,United States
Henry Ellenson,PF,6-10,240,23,BRK,5,3,Marquette,2016 Rnd 1 Pick 18,United States
Wayne Ellington,SG,6-4,207,32,NYK,36,10,North Carolina,2009 Rnd 1 Pick 28,United States
Joel Embiid,C,7-0,280,25,PHI,51,5,Kansas,2014 Rnd 1 Pick 3,Cameroon
James Ennis,GF,6-6,215,29,"ORL, PHL",69,5,Long Beach State,2013 Rnd 2 Pick 20,United States
Drew Eubanks,C,6-9,245,23,SAS,22,1,Oregon State,"2018 NBA Draft, Undrafted",United States
Jacob Evans,SG,6-6,210,22,"GOS, MIN",29,1,Cincinnati,2018 Rnd 1 Pick 28,United States
Dante Exum,PG,6-5,214,24,"CLE, UTH",35,5,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia
Tacko Fall,C,7-6,250,24,BOS,7,0,UCF,"2019 NBA Draft, Undrafted",Senegal
Derrick Favors,FC,6-10,265,28,NOP,51,9,Georgia Tech,2010 Rnd 1 Pick 3,United States
Cristiano Felicio,C,6-10,275,27,CHI,22,4,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil
Terrance Ferguson,SG,6-7,190,21,OKC,56,2,Adelaide (Australia),2017 Rnd 1 Pick 21,United States
Bruno Fernando,C,6-9,240,21,ATL,56,0,Maryland,2019 Rnd 2 Pick 4,Angola
Yogi Ferrell,G,6-0,180,26,SAC,50,3,Indiana,"2016 NBA Draft, Undrafted",United States
Dorian Finney-Smith,SF,6-7,220,26,DAL,71,3,Florida,"2016 NBA Draft, Undrafted",United States
Bryn Forbes,G,6-2,205,26,SAS,63,3,Michigan State,"2016 NBA Draft, Undrafted",United States
Evan Fournier,SG,6-7,205,27,ORL,66,7,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France
De'Aaron Fox,PG,6-3,185,22,SAC,51,2,Kentucky,2017 Rnd 1 Pick 5,United States
"Melvin Frazier, Jr.",SF,6-5,215,23,ORL,19,1,Tulane,2018 Rnd 2 Pick 5,United States
Michael Frazier,G,6-4,200,25,HOU,13,1,Florida,"2015 NBA Draft, Undrafted",United States
Tim Frazier,G,6-0,172,29,DET,27,5,Penn State,"2014 NBA Draft, Undrafted",United States
Enes Freedom,F,6-10,250,27,BOS,58,8,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Markelle Fultz,PG,6-4,210,21,ORL,72,2,Washington,2017 Rnd 1 Pick 1,United States
Wenyen Gabriel,PF,6-9,205,22,"POR, SAC",30,1,Kentucky,"2018 NBA Draft, Undrafted",South Sudan
Daniel Gafford,C,6-10,234,21,CHI,43,0,Arkansas,2019 Rnd 2 Pick 8,United States
Danilo Gallinari,SF,6-10,233,31,OKC,62,11,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Langston Galloway,G,6-1,200,28,DET,66,5,Saint Joseph's,"2014 NBA Draft, Undrafted",United States
Darius Garland,G,6-1,186,20,CLE,59,0,Vanderbilt,2019 Rnd 1 Pick 5,United States
Marc Gasol,C,7-1,255,35,TOR,44,11,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Rudy Gay,SF,6-8,240,33,SAS,67,13,Connecticut,2006 Rnd 1 Pick 8,United States
Paul George,GF,6-8,220,29,LAC,48,9,Fresno State,2010 Rnd 1 Pick 10,United States
Taj Gibson,F,6-9,232,34,NYK,62,10,USC,2009 Rnd 1 Pick 26,United States
Harry Giles,PF,6-11,240,21,SAC,46,2,Duke,2017 Rnd 1 Pick 20,United States
Shai Gilgeous-Alexander,PG,6-6,195,21,OKC,70,1,Kentucky,2018 Rnd 1 Pick 11,Canada
Rudy Gobert,C,7-1,256,27,UTA,68,6,Cholet Basket (France),2013 Rnd 1 Pick 27,France
Brandon Goodwin,PG,6-0,180,24,ATL,34,1,Florida Gulf Coast,"2018 NBA Draft, Undrafted",United States
Aaron Gordon,F,6-8,235,24,ORL,62,5,Arizona,2014 Rnd 1 Pick 4,United States
Eric Gordon,G,6-3,215,31,HOU,36,11,Indiana,2008 Rnd 1 Pick 7,United States
Devonte' Graham,PG,6-1,195,25,CHA,63,1,Kansas,2018 Rnd 2 Pick 4,United States
Treveon Graham,GF,6-5,225,26,"ATL, MIN",55,3,VCU,"2015 NBA Draft, Undrafted",United States
Jerami Grant,F,6-8,210,25,DEN,71,5,Syracuse,2014 Rnd 2 Pick 9,United States
Jerian Grant,SG,6-4,198,27,WAS,6,4,Notre Dame,2015 Rnd 1 Pick 19,United States
Josh Gray,G,6-1,170,26,NOP,2,1,LSU,"2016 NBA Draft, Undrafted",United States
Danny Green,SF,6-6,220,32,LAL,68,10,North Carolina,2009 Rnd 2 Pick 16,United States
Draymond Green,F,6-6,234,29,GSW,43,7,Michigan State,2012 Rnd 2 Pick 5,United States
JaMychal Green,PF,6-8,227,29,LAC,63,5,Alabama,"2012 NBA Draft, Undrafted",United States
Javonte Green,G,6-5,205,26,BOS,48,0,Radford,"2015 NBA Draft, Undrafted",United States Montenegro
Jeff Green,F,6-8,235,33,"HOU, UTH",48,11,Georgetown,2007 Rnd 1 Pick 5,United States
Blake Griffin,PF,6-9,246,30,DET,18,10,Oklahoma,2009 Rnd 1 Pick 1,United States
Marko Guduric,SG,6-6,201,24,MEM,44,0,KK Crvena Zvezda (Serbia),"2017 NBA Draft, Undrafted",Serbia
Kyle Guy,SG,6-1,167,22,SAC,3,0,Virginia,2019 Rnd 2 Pick 25,United States
Rui Hachimura,F,6-8,230,22,WAS,48,0,Gonzaga,2019 Rnd 1 Pick 9,Japan
Devon Hall,SG,6-5,215,24,OKC,11,0,Virginia,2018 Rnd 2 Pick 23,United States
Donta Hall,PF,6-9,229,22,"BRK, DET",9,0,Alabama,"2019 NBA Draft, Undrafted",United States
Gerald Hannahs,GF,6-3,210,26,MEM,2,1,Arkansas,"2017 NBA Draft, Undrafted",United States
Tim Hardaway Jr.,SG,6-5,205,27,DAL,71,6,Michigan,2013 Rnd 1 Pick 24,United States
James Harden,SG,6-5,220,30,HOU,68,10,Arizona State,2009 Rnd 1 Pick 3,United States
Maurice Harkless,F,6-9,220,26,"LAC, NYK",62,7,St. John's,2012 Rnd 1 Pick 15,United States Puerto Rico
Jared Harper,PG,6-0,175,22,PHX,3,0,Auburn,"2019 NBA Draft, Undrafted",United States
Montrezl Harrell,F,6-7,240,26,LAC,63,4,Louisville,2015 Rnd 2 Pick 2,United States
Gary Harris,SG,6-4,210,25,DEN,56,5,Michigan State,2014 Rnd 1 Pick 19,United States
Joe Harris,SG,6-6,215,28,BRK,69,5,Virginia,2014 Rnd 2 Pick 3,United States
Tobias Harris,F,6-7,230,27,PHI,72,8,Tennessee,2011 Rnd 1 Pick 19,United States
Shaquille Harrison,G,6-3,195,26,CHI,43,2,Tulsa,"2016 NBA Draft, Undrafted",United States
Josh Hart,SG,6-5,215,24,NOP,65,2,Villanova,2017 Rnd 1 Pick 30,United States
Isaiah Hartenstein,PF,7-0,250,21,HOU,23,1,Zalgiris (Lithuania),2017 Rnd 2 Pick 13,United States Germany
Udonis Haslem,FC,6-8,235,39,MIA,4,16,Florida,"2002 NBA Draft, Undrafted",United States
Jaxson Hayes,PF,6-11,220,19,NOP,64,0,Texas,2019 Rnd 1 Pick 8,United States
Gordon Hayward,GF,6-7,225,29,BOS,52,9,Butler,2010 Rnd 1 Pick 9,United States
John Henson,PF,6-11,219,29,"CLE, DET",40,7,North Carolina,2012 Rnd 1 Pick 14,United States
Dewan Hernandez,FC,6-10,235,23,TOR,6,0,Miami (FL),2019 Rnd 2 Pick 29,United States
Juancho Hernangomez,F,6-9,215,24,"DEN, MIN",48,3,Movistar Estudiantes (Spain),2016 Rnd 1 Pick 15,Spain
Willy Hernangomez,C,6-11,250,25,CHA,31,3,Cajasol Seville U18 (Spain),2015 Rnd 2 Pick 5,Spain
Tyler Herro,SG,6-6,195,20,MIA,55,0,Kentucky,2019 Rnd 1 Pick 13,United States
Kevin Hervey,PF,6-9,230,23,OKC,10,0,Texas-Arlington,2018 Rnd 2 Pick 27,United States
Mario Hezonja,SG,6-8,220,25,POR,53,4,FC Barcelona II (Spain),2015 Rnd 1 Pick 5,Croatia
Buddy Hield,G,6-4,220,27,SAC,72,3,Oklahoma,2016 Rnd 1 Pick 6,Bahamas
George Hill,G,6-3,188,33,MIL,59,11,IUPUI,2008 Rnd 1 Pick 26,United States
Solomon Hill,SF,6-6,226,28,"MEM, MIA",59,6,Arizona,2013 Rnd 1 Pick 23,United States
Jaylen Hoard,PF,6-8,216,20,POR,13,0,Wake Forest,"2019 NBA Draft, Undrafted",France
Aaron Holiday,PG,6-0,185,23,IND,66,1,UCLA,2018 Rnd 1 Pick 23,United States
Jrue Holiday,G,6-4,205,29,NOP,61,10,UCLA,2009 Rnd 1 Pick 17,United States
Justin Holiday,SF,6-6,181,30,IND,73,6,Washington,"2011 NBA Draft, Undrafted",United States
Rondae Hollis-Jefferson,SF,6-6,217,25,TOR,60,4,Arizona,2015 Rnd 1 Pick 23,United States
Richaun Holmes,F,6-10,240,26,SAC,44,4,Bowling Green,2015 Rnd 2 Pick 7,United States
Rodney Hood,F,6-8,205,27,POR,21,5,Duke,2014 Rnd 1 Pick 23,United States
Al Horford,FC,6-9,240,33,PHI,67,12,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Talen Horton-Tucker,SF,6-4,233,19,LAL,6,0,Iowa State,2019 Rnd 2 Pick 16,United States
Danuel House,F,6-6,215,26,HOU,63,3,Texas A&M,"2016 NBA Draft, Undrafted",United States
Dwight Howard,C,6-11,265,34,LAL,69,15,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
William Howard,F,6-8,207,26,HOU,2,0,BCM Gravelines (France),"2015 NBA Draft, Undrafted",France
Kevin Huerter,SF,6-7,190,21,ATL,56,1,Maryland,2018 Rnd 1 Pick 19,United States
De'Andre Hunter,PF,6-7,225,22,ATL,63,0,Virginia,2019 Rnd 1 Pick 4,United States
Chandler Hutchison,SG,6-7,197,23,CHI,28,1,Boise State,2018 Rnd 1 Pick 22,United States
Serge Ibaka,C,6-10,235,30,TOR,55,10,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,36,MIA,21,15,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,32,MIL,63,12,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Joe Ingles,F,6-8,226,32,UTA,72,5,Melbourne South (Australia),"2009 NBA Draft, Undrafted",Australia
Brandon Ingram,SF,6-7,190,22,NOP,62,3,Duke,2016 Rnd 1 Pick 2,United States
Kyrie Irving,G,6-2,191,27,BRK,20,8,Duke,2011 Rnd 1 Pick 1,United States Australia
Jonathan Isaac,SF,6-10,230,22,ORL,34,2,Florida State,2017 Rnd 1 Pick 6,United States
Wesley Iwundu,F,6-6,195,25,ORL,52,2,Kansas State,2017 Rnd 2 Pick 3,United States
Frank Jackson,SG,6-3,205,21,NOP,59,2,Duke,2017 Rnd 2 Pick 1,United States
Josh Jackson,SF,6-8,207,23,MEM,22,2,Kansas,2017 Rnd 1 Pick 4,United States
"Jaren Jackson, Jr.",PF,6-11,242,20,MEM,57,1,Michigan State,2018 Rnd 1 Pick 4,United States
Justin Jackson,F,6-8,220,24,DAL,65,2,North Carolina,2017 Rnd 1 Pick 15,United States
Reggie Jackson,G,6-2,208,29,"DET, LAC",31,8,Boston College,2011 Rnd 1 Pick 24,Italy United States
Justin James,SG,6-7,190,23,SAC,36,0,Wyoming,2019 Rnd 2 Pick 10,United States
LeBron James,F,6-8,250,35,LAL,67,16,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
