Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Jeff Ayres,FC,6-10,240,25,IND,37,2,Arizona State,2009 Rnd 2 Pick 1,United States
Luke Babbitt,SF,6-9,225,23,POR,62,2,Nevada,2010 Rnd 1 Pick 16,United States
Leandro Barbosa,G,6-3,194,30,BOS,41,9,Bauru (Brazil),2003 Rnd 1 Pick 28,Brazil
J.J. Barea,G,5-10,180,28,MIN,74,6,Northeastern,"2006 NBA Draft, Undrafted",Puerto Rico United States
Andrea Bargnani,FC,7-0,245,27,TOR,35,6,Universo De'Longhi Treviso (Italy),2006 Rnd 1 Pick 1,Italy
Harrison Barnes,SF,6-8,225,20,GSW,81,0,North Carolina,2012 Rnd 1 Pick 7,United States
Matt Barnes,GF,6-7,226,32,LAC,80,10,UCLA,2002 Rnd 2 Pick 17,United States
Earl Barron,C,7-0,250,31,"NYK, WAS",12,7,Memphis,"2003 NBA Draft, Undrafted",United States
Will Barton,GF,6-5,181,22,POR,73,0,Memphis,2012 Rnd 2 Pick 10,United States
Brandon Bass,PF,6-8,250,27,BOS,81,7,LSU,2005 Rnd 2 Pick 3,United States
Shane Battier,F,6-8,220,34,MIA,72,11,Duke,2001 Rnd 1 Pick 6,United States
Nicolas Batum,F,6-8,230,24,POR,73,4,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France
Jerryd Bayless,G,6-3,210,24,MEM,80,4,Arizona,2008 Rnd 1 Pick 11,United States
Aron Baynes,C,6-10,260,26,SAS,16,0,Washington State,"2009 NBA Draft, Undrafted",New Zealand Australia
Kent Bazemore,GF,6-4,195,23,GSW,61,0,Old Dominion,"2012 NBA Draft, Undrafted",United States
Bradley Beal,SG,6-3,207,19,WAS,56,0,Florida,2012 Rnd 1 Pick 3,United States
Michael Beasley,PF,6-9,235,24,PHX,75,4,Kansas State,2008 Rnd 1 Pick 2,United States
Rodrigue Beaubois,G,6-1,183,25,DAL,45,3,Cholet Basket (France),2009 Rnd 1 Pick 25,France
Marco Belinelli,G,6-5,225,26,CHI,73,5,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy
Patrick Beverley,PG,6-1,180,24,HOU,41,0,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States
Andris Biedrins,C,7-0,250,26,GSW,53,8,BK Skonto Riga (Latvia),2004 Rnd 1 Pick 11,Latvia
Chauncey Billups,G,6-3,210,36,LAC,22,15,Colorado,1997 Rnd 1 Pick 3,United States
Bismack Biyombo,PF,6-9,255,20,CHA,80,1,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo
DeJuan Blair,F,6-8,270,23,SAS,61,3,Pittsburgh,2009 Rnd 2 Pick 7,United States
Steve Blake,G,6-3,172,33,LAL,45,9,Maryland,2003 Rnd 2 Pick 9,United States
Andray Blatche,PF,6-11,260,26,BRK,82,7,South Kent School (Connecticut),2005 Rnd 2 Pick 19,United States Philippines
Eric Bledsoe,PG,6-1,214,23,LAC,76,2,Kentucky,2010 Rnd 1 Pick 18,United States
Keith Bogans,GF,6-5,215,32,BRK,74,9,Kentucky,2003 Rnd 2 Pick 14,United States
Andrew Bogut,C,7-0,260,28,GSW,32,7,Utah,2005 Rnd 1 Pick 1,Australia
Matt Bonner,FC,6-10,235,32,SAS,68,8,Florida,2003 Rnd 2 Pick 16,United States
Trevor Booker,PF,6-8,228,25,WAS,48,2,Clemson,2010 Rnd 1 Pick 23,United States
Carlos Boozer,PF,6-9,266,31,CHI,79,10,Duke,2002 Rnd 2 Pick 6,Germany United States
Chris Bosh,PF,6-11,235,28,MIA,74,9,Georgia Tech,2003 Rnd 1 Pick 4,United States
Avery Bradley,PG,6-3,180,22,BOS,50,2,Texas,2010 Rnd 1 Pick 19,United States
Elton Brand,PF,6-9,254,33,DAL,72,13,Duke,1999 Rnd 1 Pick 1,United States
Corey Brewer,GF,6-9,186,26,DEN,82,5,Florida,2007 Rnd 1 Pick 7,United States
Ronnie Brewer,GF,6-7,235,27,"NYK, OKC",60,6,Arkansas,2006 Rnd 1 Pick 14,United States
Aaron Brooks,G,6-0,161,28,"HOU, SAC",53,4,Oregon,2007 Rnd 1 Pick 26,United States
MarShon Brooks,GF,6-5,200,24,BRK,73,1,Providence,2011 Rnd 1 Pick 25,United States
Kwame Brown,C,6-11,290,30,PHI,22,11,Glynn Academy (Georgia),2001 Rnd 1 Pick 1,United States
Shannon Brown,G,6-4,210,27,PHX,59,6,Michigan State,2006 Rnd 1 Pick 25,United States
Kobe Bryant,SG,6-6,212,34,LAL,78,16,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States
Chase Budinger,GF,6-7,215,24,MIN,23,3,Arizona,2009 Rnd 2 Pick 14,United States
Alec Burks,SG,6-6,214,21,UTA,64,1,Colorado,2011 Rnd 1 Pick 12,United States
Caron Butler,SF,6-7,228,32,LAC,78,10,Connecticut,2002 Rnd 1 Pick 10,United States
Jimmy Butler,GF,6-8,232,23,CHI,82,1,Marquette,2011 Rnd 1 Pick 30,United States
Will Bynum,G,6-0,185,30,DET,65,5,Georgia Tech,"2005 NBA Draft, Undrafted",United States
Jose Calderon,G,6-3,200,31,"DET, TOR",73,7,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
Marcus Camby,C,6-11,240,38,NYK,24,16,Massachusetts,1996 Rnd 1 Pick 2,United States
DeMarre Carroll,F,6-8,215,26,UTA,66,3,Missouri,2009 Rnd 1 Pick 27,United States
Matt Carroll,GF,6-6,212,32,CHA,1,9,Notre Dame,"2003 NBA Draft, Undrafted",United States
Vince Carter,SF,6-6,220,36,DAL,81,14,North Carolina,1998 Rnd 1 Pick 5,United States
Omri Casspi,F,6-9,225,24,CLE,43,3,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
Mario Chalmers,G,6-2,190,26,MIA,77,4,Kansas,2008 Rnd 2 Pick 4,United States
Tyson Chandler,C,7-1,240,30,NYK,66,11,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,25,DEN,43,5,DePaul,2007 Rnd 1 Pick 23,United States
Josh Childress,SF,6-8,210,29,BRK,14,6,Stanford,2004 Rnd 1 Pick 6,United States
Earl Clark,F,6-10,234,25,LAL,59,3,Louisville,2009 Rnd 1 Pick 14,United States
Victor Claver,SF,6-10,235,24,POR,49,0,Valencia Basket (Spain),2009 Rnd 1 Pick 22,Spain
Norris Cole,G,6-2,175,24,MIA,80,1,Cleveland State,2011 Rnd 1 Pick 28,United States
Jason Collins,C,7-0,255,34,"BOS, WAS",38,11,Stanford,2001 Rnd 1 Pick 18,United States
Darren Collison,PG,6-0,175,25,DAL,81,3,UCLA,2009 Rnd 1 Pick 21,United States
Nick Collison,FC,6-10,255,32,OKC,81,9,Kansas,2003 Rnd 1 Pick 12,United States
Mike Conley,PG,6-1,175,25,MEM,80,5,Ohio State,2007 Rnd 1 Pick 4,United States
Will Conroy,G,6-2,195,30,MIN,4,2,Washington,"2005 NBA Draft, Undrafted",United States
Daequan Cook,G,6-5,205,25,"CHI, HOU",49,5,Ohio State,2007 Rnd 1 Pick 21,United States
Chris Copeland,PF,6-8,235,28,NYK,56,0,Colorado,"2006 NBA Draft, Undrafted",United States
DeMarcus Cousins,C,6-11,270,22,SAC,75,2,Kentucky,2010 Rnd 1 Pick 5,United States
Jamal Crawford,SG,6-5,195,32,LAC,76,12,Michigan,2000 Rnd 1 Pick 8,United States
Jordan Crawford,G,6-5,195,24,"BOS, WAS",70,2,Xavier,2010 Rnd 1 Pick 27,United States
Jae Crowder,SF,6-6,235,22,DAL,78,0,Marquette,2012 Rnd 2 Pick 4,United States
Dante Cunningham,F,6-8,230,25,MIN,80,3,Villanova,2009 Rnd 2 Pick 3,United States
Jared Cunningham,SG,6-4,194,21,DAL,8,0,Oregon State,2012 Rnd 1 Pick 24,United States
Eddy Curry,C,7-0,295,30,DAL,2,11,Thornwood High School (Illinois),2001 Rnd 1 Pick 4,United States
Stephen Curry,G,6-3,198,24,GSW,78,3,Davidson,2009 Rnd 1 Pick 7,United States
Samuel Dalembert,C,6-11,250,31,MIL,47,11,Seton Hall,2001 Rnd 1 Pick 26,Canada Haiti
Marquis Daniels,SF,6-6,200,32,MIL,59,9,Auburn,"2003 NBA Draft, Undrafted",United States
Anthony Davis,PF,6-10,253,19,NOP,64,0,Kentucky,2012 Rnd 1 Pick 1,United States
Ed Davis,PF,6-9,218,23,"MEM, TOR",81,2,North Carolina,2010 Rnd 1 Pick 13,United States
Glen Davis,PF,6-9,289,27,ORL,34,5,LSU,2007 Rnd 2 Pick 5,United States
Austin Daye,F,6-11,220,24,"DET, MEM",55,3,Gonzaga,2009 Rnd 1 Pick 15,United States
Nando De Colo,G,6-5,195,25,SAS,72,0,Cholet Basket (France),2009 Rnd 2 Pick 23,France
DeMar DeRozan,GF,6-6,220,23,TOR,82,3,USC,2009 Rnd 1 Pick 9,United States
Carlos Delfino,SG,6-6,230,30,HOU,67,7,Fortituto Kontatto Bologna (Italy),2003 Rnd 1 Pick 25,Argentina
Luol Deng,GF,6-9,220,27,CHI,75,8,Duke,2004 Rnd 1 Pick 7,England South Sudan
Justin Dentmon,PG,6-0,185,27,DAL,2,1,Washington,"2009 NBA Draft, Undrafted",United States
Boris Diaw,PF,6-8,250,30,SAS,75,9,Pau-Orthez (France),2003 Rnd 1 Pick 21,France
DeSagana Diop,C,7-0,280,31,CHA,22,11,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal
Keyon Dooling,G,6-3,196,32,MEM,7,12,Missouri,2000 Rnd 1 Pick 10,United States
Toney Douglas,G,6-2,195,26,"HOU, SAC",71,3,Florida State,2009 Rnd 1 Pick 29,United States
Chris Douglas-Roberts,SF,6-7,210,26,DAL,6,3,Memphis,2008 Rnd 2 Pick 10,United States
Goran Dragic,G,6-3,190,26,PHX,77,4,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Andre Drummond,C,6-10,279,19,DET,60,0,Connecticut,2012 Rnd 1 Pick 9,United States
Jared Dudley,PF,6-7,237,27,PHX,79,5,Boston College,2007 Rnd 1 Pick 22,United States
Chris Duhon,G,6-1,190,30,LAL,46,8,Duke,2004 Rnd 2 Pick 9,United States
Tim Duncan,FC,6-11,250,36,SAS,69,15,Wake Forest,1997 Rnd 1 Pick 1,United States
Mike Dunleavy,GF,6-9,230,32,MIL,75,10,Duke,2002 Rnd 1 Pick 3,United States
Kevin Durant,SF,6-10,225,24,OKC,81,5,Texas,2007 Rnd 1 Pick 2,United States
Devin Ebanks,F,6-9,215,23,LAL,19,2,West Virginia,2010 Rnd 2 Pick 13,United States Greece
Wayne Ellington,SG,6-4,207,25,"CLE, MEM",78,3,North Carolina,2009 Rnd 1 Pick 28,United States
Monta Ellis,G,6-3,185,27,MIL,82,7,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States
Kim English,SG,6-6,200,24,DET,41,0,Missouri,2012 Rnd 2 Pick 14,United States
Jeremy Evans,F,6-9,200,25,UTA,37,2,Western Kentucky,2010 Rnd 2 Pick 25,United States
Reggie Evans,PF,6-8,245,32,BRK,80,10,Iowa,"2002 NBA Draft, Undrafted",United States
Tyreke Evans,G,6-6,220,23,SAC,65,3,Memphis,2009 Rnd 1 Pick 4,United States
Festus Ezeli,C,6-11,265,23,GSW,78,0,Vanderbilt,2012 Rnd 1 Pick 30,Nigeria
Kenneth Faried,F,6-8,220,23,DEN,80,1,Morehead State,2011 Rnd 1 Pick 22,United States
Derrick Favors,FC,6-10,265,21,UTA,77,2,Georgia Tech,2010 Rnd 1 Pick 3,United States
Raymond Felton,PG,6-1,205,28,NYK,68,7,North Carolina,2005 Rnd 1 Pick 5,United States
Landry Fields,F,6-7,210,24,TOR,51,2,Stanford,2010 Rnd 2 Pick 9,United States
Derek Fisher,G,6-1,210,38,"DAL, OKC",33,16,Little Rock,1996 Rnd 1 Pick 24,United States
Evan Fournier,SG,6-7,205,20,DEN,38,0,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France
Randy Foye,G,6-4,218,29,UTA,82,6,Villanova,2006 Rnd 1 Pick 7,United States
Jimmer Fredette,G,6-2,195,24,SAC,69,1,Brigham Young,2011 Rnd 1 Pick 10,United States
Enes Freedom,F,6-10,250,20,UTA,70,1,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Joel Freeland,PF,6-11,255,26,POR,51,0,Gran Canaria (Spain),2006 Rnd 1 Pick 30,England
Danilo Gallinari,SF,6-10,233,24,DEN,71,4,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Francisco Garcia,GF,6-7,195,31,"HOU, SAC",58,7,Louisville,2005 Rnd 1 Pick 23,Dominican Republic
Kevin Garnett,PF,6-11,240,36,BOS,68,17,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States
Diante Garrett,SG,6-4,190,24,PHX,19,0,Iowa State,"2011 NBA Draft, Undrafted",United States
Marc Gasol,C,7-1,255,28,MEM,80,4,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Pau Gasol,FC,7-0,250,32,LAL,49,11,Barca (Spain),2001 Rnd 1 Pick 3,Spain
Rudy Gay,SF,6-8,240,26,"MEM, TOR",75,6,Connecticut,2006 Rnd 1 Pick 8,United States
Alonzo Gee,SF,6-6,225,25,CLE,82,3,Alabama,"2009 NBA Draft, Undrafted",United States
Mickael Gelabale,F,6-7,215,29,MIN,36,2,Real Madrid (Spain),2005 Rnd 2 Pick 18,France
Paul George,GF,6-8,220,22,IND,79,2,Fresno State,2010 Rnd 1 Pick 10,United States
Daniel Gibson,G,6-2,200,27,CLE,46,6,Texas,2006 Rnd 2 Pick 12,United States
Taj Gibson,F,6-9,232,27,CHI,65,3,USC,2009 Rnd 1 Pick 26,United States
Manu Ginobili,SG,6-6,205,35,SAS,60,10,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
Drew Gooden,FC,6-10,250,31,MIL,16,10,Kansas,2002 Rnd 1 Pick 4,United States
Ben Gordon,SG,6-3,200,29,CHA,75,8,Connecticut,2004 Rnd 1 Pick 3,England United States
Eric Gordon,G,6-3,215,24,NOP,42,4,Indiana,2008 Rnd 1 Pick 7,United States
Marcin Gortat,FC,6-11,240,29,PHX,61,5,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
Andrew Goudelock,G,6-3,200,24,LAL,1,1,Charleston,2011 Rnd 2 Pick 16,United States
Danny Granger,GF,6-9,222,29,IND,5,7,New Mexico,2005 Rnd 1 Pick 17,United States
Aaron Gray,C,7-0,270,28,TOR,42,5,Pittsburgh,2007 Rnd 2 Pick 19,United States
Danny Green,SF,6-6,220,25,SAS,80,3,North Carolina,2009 Rnd 2 Pick 16,United States
Draymond Green,F,6-6,234,22,GSW,79,0,Michigan State,2012 Rnd 2 Pick 5,United States
Gerald Green,GF,6-7,205,27,IND,60,5,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States
Jeff Green,F,6-8,235,26,BOS,81,4,Georgetown,2007 Rnd 1 Pick 5,United States
Willie Green,SG,6-3,201,31,LAC,72,9,Detroit-Mercy,2003 Rnd 2 Pick 12,United States
Blake Griffin,PF,6-9,246,23,LAC,80,3,Oklahoma,2009 Rnd 1 Pick 1,United States
Hamed Haddadi,C,7-2,265,27,"MEM, PHX",30,4,Saba Mehr Qazvin BC (Iran),"2004 NBA Draft, Undrafted",Iran
Jordan Hamilton,SF,6-7,220,22,DEN,40,1,Texas,2011 Rnd 1 Pick 26,United States
Richard Hamilton,SG,6-7,193,35,CHI,50,13,Connecticut,1999 Rnd 1 Pick 7,United States
Ben Hansbrough,G,6-3,203,25,IND,28,0,Notre Dame,"2011 NBA Draft, Undrafted",United States
Tyler Hansbrough,PF,6-9,250,27,IND,81,3,North Carolina,2009 Rnd 1 Pick 13,United States
James Harden,SG,6-5,220,23,HOU,78,3,Arizona State,2009 Rnd 1 Pick 3,United States
Maurice Harkless,F,6-9,220,19,ORL,76,0,St. John's,2012 Rnd 1 Pick 15,United States Puerto Rico
Josh Harrellson,F,6-10,275,24,MIA,6,1,Kentucky,2011 Rnd 2 Pick 15,United States
Al Harrington,F,6-9,245,33,ORL,10,14,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States
Devin Harris,G,6-3,185,30,ATL,58,8,Wisconsin,2004 Rnd 1 Pick 5,United States
Terrel Harris,SF,6-5,190,25,"MIA, NOP",20,1,Oklahoma State,"2009 NBA Draft, Undrafted",United States
Tobias Harris,F,6-7,230,20,"MIL, ORL",55,1,Tennessee,2011 Rnd 1 Pick 19,United States
Udonis Haslem,FC,6-8,235,32,MIA,75,9,Florida,"2002 NBA Draft, Undrafted",United States
Spencer Hawes,C,7-1,245,24,PHI,82,5,Washington,2007 Rnd 1 Pick 10,United States
Chuck Hayes,PF,6-6,240,29,SAC,74,7,Kentucky,"2005 NBA Draft, Undrafted",United States
Gordon Hayward,GF,6-7,225,22,UTA,72,2,Butler,2010 Rnd 1 Pick 9,United States
Lazar Hayward,F,6-6,225,26,MIN,4,2,Marquette,2010 Rnd 1 Pick 30,United States
Brendan Haywood,C,7-0,263,33,CHA,61,11,North Carolina,2001 Rnd 1 Pick 20,United States
Gerald Henderson,SG,6-5,215,25,CHA,68,3,Duke,2009 Rnd 1 Pick 12,United States
Xavier Henry,G,6-6,220,21,NOP,50,2,Kansas,2010 Rnd 1 Pick 12,United States
John Henson,PF,6-11,219,22,MIL,63,0,North Carolina,2012 Rnd 1 Pick 14,United States
Roy Hibbert,C,7-2,270,26,IND,79,4,Georgetown,2008 Rnd 1 Pick 17,United States
J.J. Hickson,PF,6-9,242,24,POR,80,4,NC State,2008 Rnd 1 Pick 19,United States
Cory Higgins,G,6-5,181,23,CHA,6,1,Colorado,"2011 NBA Draft, Undrafted",United States
George Hill,G,6-3,188,26,IND,76,4,IUPUI,2008 Rnd 1 Pick 26,United States
Grant Hill,SF,6-8,225,40,LAC,29,18,Duke,1994 Rnd 1 Pick 3,United States
Jordan Hill,PF,6-10,240,25,LAL,29,3,Arizona,2009 Rnd 1 Pick 8,United States
Kirk Hinrich,G,6-4,190,32,CHI,60,9,Kansas,2003 Rnd 1 Pick 7,United States
Jrue Holiday,G,6-4,205,22,PHI,78,3,UCLA,2009 Rnd 1 Pick 17,United States
Justin Holiday,SF,6-6,181,23,PHI,9,0,Washington,"2011 NBA Draft, Undrafted",United States
Ryan Hollins,C,7-0,230,28,LAC,60,6,UCLA,2006 Rnd 2 Pick 20,United States
Tyler Honeycutt,F,6-8,190,22,SAC,9,1,UCLA,2011 Rnd 2 Pick 5,United States
Al Horford,FC,6-9,240,26,ATL,74,5,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Dwight Howard,C,6-11,265,27,LAL,76,8,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Josh Howard,GF,6-7,210,32,MIN,11,9,Wake Forest,2003 Rnd 1 Pick 29,United States
Juwan Howard,PF,6-9,240,40,MIA,7,18,Michigan,1994 Rnd 1 Pick 5,United States
Kris Humphries,PF,6-9,235,28,BRK,65,8,Minnesota,2004 Rnd 1 Pick 14,United States
Serge Ibaka,C,6-10,235,23,OKC,80,3,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,29,DEN,80,8,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,25,MIL,73,5,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Kyrie Irving,G,6-2,191,20,CLE,59,1,Duke,2011 Rnd 1 Pick 1,United States Australia
Royal Ivey,G,6-4,215,31,PHI,53,8,Texas,2004 Rnd 2 Pick 8,United States
Jarrett Jack,G,6-3,200,29,GSW,79,7,Georgia Tech,2005 Rnd 1 Pick 22,United States
Reggie Jackson,G,6-2,208,22,OKC,70,1,Boston College,2011 Rnd 1 Pick 24,Italy United States
Stephen Jackson,GF,6-8,220,34,SAS,55,15,Butler CC,1997 Rnd 2 Pick 14,United States
Bernard James,PF,6-10,230,28,DAL,46,0,Florida State,2012 Rnd 2 Pick 3,United States
Damion James,SF,6-7,225,25,BRK,2,2,Texas,2010 Rnd 1 Pick 24,United States
LeBron James,F,6-8,250,28,MIA,76,9,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Mike James,G,6-2,188,37,DAL,45,10,Duquesne,"1998 NBA Draft, Undrafted",United States
Antawn Jamison,F,6-9,235,36,LAL,76,14,North Carolina,1998 Rnd 1 Pick 4,United States
Al Jefferson,FC,6-10,289,28,UTA,78,8,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
Richard Jefferson,SF,6-7,233,32,GSW,56,11,Arizona,2001 Rnd 1 Pick 13,United States
Jared Jeffries,PF,6-11,240,31,POR,38,10,Indiana,2002 Rnd 1 Pick 11,United States
Charles Jenkins,G,6-3,215,24,"GOS, PHL",59,1,Hofstra,2011 Rnd 2 Pick 14,United States
John Jenkins,SG,6-4,215,21,ATL,61,0,Vanderbilt,2012 Rnd 1 Pick 23,United States
Brandon Jennings,G,6-1,170,23,MIL,80,3,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
Jonas Jerebko,F,6-10,231,25,DET,49,3,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
Amir Johnson,PF,6-9,240,25,TOR,81,7,Westchester High School (California),2005 Rnd 2 Pick 26,United States
Chris Johnson,SF,6-6,206,22,MEM,8,0,Dayton,"2012 NBA Draft, Undrafted",United States
Chris Johnson,C,6-11,209,27,MIN,30,2,LSU,"2009 NBA Draft, Undrafted",United States
Ivan Johnson,PF,6-8,255,28,ATL,69,1,Cal State San Bernardino,"2007 NBA Draft, Undrafted",United States
James Johnson,F,6-7,240,26,SAC,54,3,Wake Forest,2009 Rnd 1 Pick 16,United States
Joe Johnson,SG,6-7,240,31,BRK,72,11,Arkansas,2001 Rnd 1 Pick 10,United States
Orlando Johnson,GF,6-5,220,23,IND,51,0,UC Santa Barbara,2012 Rnd 2 Pick 6,United States
Wesley Johnson,GF,6-7,215,25,PHX,50,2,Syracuse,2010 Rnd 1 Pick 4,United States
Darius Johnson-Odom,SG,6-2,220,23,LAL,4,0,Marquette,2012 Rnd 2 Pick 25,United States
Dahntay Jones,GF,6-6,225,32,"ATL, DAL",78,9,Duke,2003 Rnd 1 Pick 20,United States
DeQuan Jones,SF,6-8,221,22,ORL,63,0,Miami (FL),"2012 NBA Draft, Undrafted",United States
Dominique Jones,G,6-4,215,24,DAL,29,2,South Florida,2010 Rnd 1 Pick 25,United States
James Jones,SF,6-8,218,32,MIA,38,9,Miami (FL),2003 Rnd 2 Pick 20,United States
Kevin Jones,PF,6-8,260,23,CLE,32,0,West Virginia,"2012 NBA Draft, Undrafted",United States
Perry Jones,PF,6-11,235,21,OKC,38,0,Baylor,2012 Rnd 1 Pick 28,United States
Solomon Jones,C,6-10,230,28,NYK,2,6,South Florida,2006 Rnd 2 Pick 3,United States
Terrence Jones,PF,6-9,255,21,HOU,19,0,Kentucky,2012 Rnd 1 Pick 18,United States
DeAndre Jordan,C,6-11,265,24,LAC,82,4,Texas A&M,2008 Rnd 2 Pick 5,United States
Cory Joseph,PG,6-3,200,21,SAS,28,1,Texas,2011 Rnd 1 Pick 29,Canada
Kris Joseph,SF,6-7,210,24,"BOS, BRK",10,0,Syracuse,2012 Rnd 2 Pick 21,Canada Trinidad and Tobago
Chris Kaman,C,7-0,265,30,DAL,66,9,Central Michigan,2003 Rnd 1 Pick 6,United States Germany
Jason Kidd,PG,6-4,210,39,NYK,76,18,California,1994 Rnd 1 Pick 2,United States
Michael Kidd-Gilchrist,SF,6-7,232,19,CHA,78,0,Kentucky,2012 Rnd 1 Pick 2,United States
Andrei Kirilenko,PF,6-9,235,32,MIN,64,10,CSKA Moscow (Russia),1999 Rnd 1 Pick 24,Russia
Linas Kleiza,F,6-8,234,28,TOR,20,6,Missouri,2005 Rnd 1 Pick 27,Lithuania
Brandon Knight,G,6-2,182,21,DET,75,1,Kentucky,2011 Rnd 1 Pick 8,United States
Kyle Korver,SF,6-7,212,31,ATL,74,9,Creighton,2003 Rnd 2 Pick 22,United States
Kosta Koufos,C,7-0,265,24,DEN,81,4,Ohio State,2008 Rnd 1 Pick 23,United States Greece
Viacheslav Kravtsov,C,6-11,254,25,DET,25,0,BC Kyiv (Ukraine),"2009 NBA Draft, Undrafted",Ukraine
Doron Lamb,SG,6-4,210,21,"MIL, ORL",47,0,Kentucky,2012 Rnd 2 Pick 12,United States
Jeremy Lamb,SG,6-5,185,20,OKC,23,0,Connecticut,2012 Rnd 1 Pick 12,United States
Carl Landry,F,6-9,248,29,GSW,81,5,Purdue,2007 Rnd 2 Pick 1,United States
Ty Lawson,PG,5-11,195,25,DEN,73,3,North Carolina,2009 Rnd 1 Pick 18,United States
Courtney Lee,SG,6-5,215,27,BOS,78,4,Western Kentucky,2008 Rnd 1 Pick 22,United States
David Lee,FC,6-9,245,29,GSW,79,7,Florida,2005 Rnd 1 Pick 30,United States
Malcolm Lee,G,6-5,200,22,MIN,16,1,UCLA,2011 Rnd 2 Pick 13,United States
