Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Deividas Sirvydis,GF,6-8,190,21,DET,3,1,Lietuvos Rytas II (Lithuania),2019 Rnd 2 Pick 7,Lithuania
Javonte Smart,G,6-3,205,22,"MIA, MIL",17,0,LSU,"2021 NBA Draft, Undrafted",United States
Marcus Smart,PG,6-3,220,27,BOS,71,7,Oklahoma State,2014 Rnd 1 Pick 6,United States
Dennis Smith,PG,6-2,205,24,POR,37,4,NC State,2017 Rnd 1 Pick 9,United States
Ish Smith,PG,6-0,175,33,"CHA, WAS",65,11,Wake Forest,"2010 NBA Draft, Undrafted",United States
Jalen Smith,C,6-10,215,21,"IND, PHX",51,1,Maryland,2020 Rnd 1 Pick 10,United States
Xavier Sneed,SF,6-5,215,24,"MEM, UTH",9,0,Kansas State,"2020 NBA Draft, Undrafted",United States
Tony Snell,G,6-6,213,30,"NOP, POR",53,8,New Mexico,2013 Rnd 1 Pick 20,United States
Jaden Springer,SG,6-3,205,19,PHI,2,0,Tennessee,2021 Rnd 1 Pick 28,United States
Cassius Stanley,G,6-6,193,22,DET,9,1,Duke,2020 Rnd 2 Pick 24,United States
Nik Stauskas,SG,6-6,205,28,"BOS, MIA",8,5,Michigan,2014 Rnd 1 Pick 8,Canada
Lance Stephenson,SG,6-6,230,31,"ATL, IND",46,9,Cincinnati,2010 Rnd 2 Pick 10,United States
Lamar Stevens,SF,6-8,225,24,CLE,63,1,Penn State,"2020 NBA Draft, Undrafted",United States
Isaiah Stewart II,C,6-9,250,20,DET,71,1,Washington,2020 Rnd 1 Pick 16,United States
Max Strus,G,6-5,220,25,MIA,68,2,DePaul,"2019 NBA Draft, Undrafted",United States
Jalen Suggs,SG,6-5,210,20,ORL,48,0,Gonzaga,2021 Rnd 1 Pick 5,United States
Craig Sword,G,6-3,196,28,WAS,3,0,Mississippi State,"2016 NBA Draft, Undrafted",United States
Keifer Sykes,PG,6-0,180,28,IND,32,0,Green Bay,"2015 NBA Draft, Undrafted",United States
Jae'sean Tate,F,6-4,230,26,HOU,78,1,Ohio State,"2018 NBA Draft, Undrafted",United States
Jayson Tatum,SF,6-8,210,23,BOS,76,4,Duke,2017 Rnd 1 Pick 3,United States
Terry Taylor,GF,6-5,230,22,IND,33,0,Austin Peay,"2021 NBA Draft, Undrafted",United States
Garrett Temple,G,6-5,195,35,NOP,59,11,LSU,"2009 NBA Draft, Undrafted",United States
Emanuel Terry,F,6-9,220,25,PHX,3,1,Lincoln Memorial,"2018 NBA Draft, Undrafted",United States
Tyrell Terry,PG,6-2,170,21,MEM,2,1,Stanford,2020 Rnd 2 Pick 1,United States
Jon Teske,PF,7-1,265,24,MEM,3,0,Michigan,"2020 NBA Draft, Undrafted",United States
Daniel Theis,C,6-8,245,29,"BOS, HOU",47,4,Ratiopharm Ulm (Germany),"2013 NBA Draft, Undrafted",Germany
Brodric Thomas,G,6-5,185,25,BOS,12,1,Truman State,"2020 NBA Draft, Undrafted",United States
Cam Thomas,PG,6-3,208,20,BRK,67,0,LSU,2021 Rnd 1 Pick 27,United States
Isaiah Thomas,PG,5-9,185,33,"CHA, DAL, LAL",22,10,Washington,2011 Rnd 2 Pick 30,United States
Matt Thomas,G,6-4,190,27,CHI,40,2,Iowa State,"2017 NBA Draft, Undrafted",United States
Klay Thompson,G,6-6,210,32,GSW,32,10,Washington State,2011 Rnd 1 Pick 11,United States
Tristan Thompson,F,6-9,254,30,"CHI, IND, SAC",57,10,Texas,2011 Rnd 1 Pick 4,Canada
J.T. Thor,PF,6-9,205,19,CHA,33,0,Auburn,2021 Rnd 2 Pick 7,United States
Matisse Thybulle,SF,6-5,205,24,PHI,66,2,Washington,2019 Rnd 1 Pick 20,United States Australia
Killian Tillie,C,6-10,220,23,MEM,36,1,Gonzaga,"2020 NBA Draft, Undrafted",France
"Xavier Tillman, Sr.",PF,6-8,245,23,MEM,53,1,Michigan State,2020 Rnd 2 Pick 5,United States
Isaiah Todd,PF,6-10,210,20,WAS,12,0,NBA G League Ignite,2021 Rnd 2 Pick 1,United States
Obi Toppin,F,6-9,193,23,NYK,72,1,Dayton,2020 Rnd 1 Pick 8,United States
Juan Toscano-Anderson,F,6-6,213,28,GSW,73,2,Marquette,"2015 NBA Draft, Undrafted",United States Mexico
Karl-Anthony Towns,C,7-0,250,26,MIN,74,6,Kentucky,2015 Rnd 1 Pick 1,United States Dominican Republic
"Gary Trent, Jr.",SG,6-5,205,23,TOR,70,3,Duke,2018 Rnd 2 Pick 7,United States
P.J. Tucker,SF,6-6,245,36,MIA,71,10,Texas,2006 Rnd 2 Pick 5,United States
Rayjon Tucker,SF,6-3,209,24,"DEN, MIL",5,2,Little Rock,"2019 NBA Draft, Undrafted",United States
Myles Turner,FC,6-11,250,25,IND,42,6,Texas,2015 Rnd 1 Pick 11,United States
Jonas Valanciunas,C,7-0,265,29,NOP,74,9,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Denzel Valentine,F,6-4,220,28,"CLE, UTH",24,5,Michigan State,2016 Rnd 1 Pick 14,United States
Fred VanVleet,G,6-0,200,28,TOR,65,5,Wichita State,"2016 NBA Draft, Undrafted",United States
Jarred Vanderbilt,PF,6-8,214,22,MIN,74,3,Kentucky,2018 Rnd 2 Pick 11,United States
Devin Vassell,SG,6-6,195,21,SAS,71,1,Florida State,2020 Rnd 1 Pick 11,United States
Gabe Vincent,G,6-3,195,25,MIA,68,2,UC Santa Barbara,"2018 NBA Draft, Undrafted",United States Nigeria
Nikola Vucevic,PF,6-11,260,31,CHI,73,10,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Dean Wade,PF,6-9,219,25,CLE,51,2,Kansas State,"2019 NBA Draft, Undrafted",United States
Franz Wagner,SF,6-10,225,20,ORL,79,0,Michigan,2021 Rnd 1 Pick 8,Germany
Moe Wagner,PF,6-11,240,24,ORL,63,3,Michigan,2018 Rnd 1 Pick 25,Germany
Ish Wainright,GF,6-5,235,27,PHX,45,0,Baylor,"2017 NBA Draft, Undrafted",United States Uganda
Kemba Walker,G,6-0,184,31,NYK,37,10,Connecticut,2011 Rnd 1 Pick 9,United States
Lonnie Walker,SG,6-5,205,23,SAS,70,3,Miami (FL),2018 Rnd 1 Pick 18,United States
M.J. Walker,SF,6-5,213,23,PHX,2,0,Florida State,"2021 NBA Draft, Undrafted",United States
Tyrone Wallace,G,6-5,198,27,NOP,6,3,California,2016 Rnd 2 Pick 30,United States
"Derrick Walton, Jr.",PG,6-0,189,26,DET,3,2,Michigan,"2017 NBA Draft, Undrafted",United States
Brad Wanamaker,SG,6-3,210,32,"IND, WAS",23,3,Pittsburgh,"2011 NBA Draft, Undrafted",United States
"Duane Washington, Jr.",G,6-3,210,21,IND,48,0,Ohio State,"2021 NBA Draft, Undrafted",United States
P.J. Washington,PF,6-7,230,23,CHA,65,2,Kentucky,2019 Rnd 1 Pick 12,United States
Yuta Watanabe,F,6-8,214,27,TOR,38,3,George Washington,"2018 NBA Draft, Undrafted",Japan
Lindy Waters III,SG,6-6,210,24,OKC,25,0,Oklahoma State,"2020 NBA Draft, Undrafted",United States
Tremont Waters,PG,5-10,175,24,"TOR, WAS",3,2,LSU,2019 Rnd 2 Pick 21,United States Puerto Rico
Trendon Watford,SF,6-8,237,21,POR,48,0,LSU,"2021 NBA Draft, Undrafted",United States
Paul Watson,GF,6-6,210,27,OKC,9,2,Fresno State,"2017 NBA Draft, Undrafted",United States
Quinndary Weatherspoon,SG,6-4,207,25,GSW,11,2,Mississippi State,2019 Rnd 2 Pick 19,United States
Russell Westbrook,G,6-3,200,33,LAL,78,13,UCLA,2008 Rnd 1 Pick 4,United States
Coby White,PG,6-4,195,22,CHI,61,2,North Carolina,2019 Rnd 1 Pick 7,United States
Derrick White,G,6-4,195,27,"BOS, SAN",75,4,Colorado,2017 Rnd 1 Pick 29,United States
Hassan Whiteside,C,7-0,265,32,UTA,65,9,Marshall,2010 Rnd 2 Pick 3,United States
Joe Wieskamp,SF,6-6,210,22,SAS,30,0,Iowa,2021 Rnd 2 Pick 11,United States
Aaron Wiggins,F,6-6,200,23,OKC,50,0,Maryland,2021 Rnd 2 Pick 25,United States
Andrew Wiggins,F,6-7,203,27,GSW,73,7,Kansas,2014 Rnd 1 Pick 1,Canada
Lindell Wigginton,SG,6-1,189,23,MIL,19,0,Iowa State,"2019 NBA Draft, Undrafted",Canada
Brandon Williams,PG,6-2,190,22,POR,24,0,Arizona,"2021 NBA Draft, Undrafted",United States
Grant Williams,SF,6-6,236,23,BOS,77,2,Tennessee,2019 Rnd 1 Pick 22,United States
Kenrich Williams,SF,6-7,210,27,OKC,49,3,Texas Christian,"2018 NBA Draft, Undrafted",United States
Lou Williams,G,6-1,175,35,ATL,56,16,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Patrick Williams,G,6-7,215,20,CHI,17,1,Florida State,2020 Rnd 1 Pick 4,United States
Robert Williams,PF,6-8,240,24,BOS,61,3,Texas A&M,2018 Rnd 1 Pick 27,United States
Ziaire Williams,F,6-9,185,20,MEM,62,0,Stanford,2021 Rnd 1 Pick 10,United States
D.J. Wilson,F,6-10,230,26,TOR,4,4,Michigan,2017 Rnd 1 Pick 17,United States
Dylan Windler,SF,6-6,199,25,CLE,50,2,Belmont,2019 Rnd 1 Pick 26,United States
Justise Winslow,SF,6-6,222,25,"LAC, POR",48,6,Duke,2015 Rnd 1 Pick 10,United States
Cassius Winston,PG,6-1,185,24,WAS,7,1,Michigan State,2020 Rnd 2 Pick 23,United States
Christian Wood,PF,6-10,223,26,HOU,68,5,UNLV,"2015 NBA Draft, Undrafted",United States
Robert Woodard II,G,6-7,230,22,SAC,12,1,Mississippi State,2020 Rnd 2 Pick 10,United States
McKinley Wright IV,PG,5-11,192,23,MIN,5,0,Colorado,"2021 NBA Draft, Undrafted",United States
Delon Wright,G,6-5,185,29,ATL,77,6,Utah,2015 Rnd 1 Pick 20,United States
Moses Wright,FC,6-8,226,23,"DAL, LAC",4,0,Georgia Tech,"2021 NBA Draft, Undrafted",United States
Gabe York,SG,6-3,185,28,IND,2,0,Arizona,"2016 NBA Draft, Undrafted",United States
Thaddeus Young,F,6-8,235,33,"SAN, TOR",52,14,Georgia Tech,2007 Rnd 1 Pick 12,United States
Trae Young,PG,6-1,180,23,ATL,76,3,Oklahoma,2018 Rnd 1 Pick 5,United States
Omer Yurtseven,C,6-11,255,23,MIA,56,1,Georgetown,"2020 NBA Draft, Undrafted",Uzbekistan Turkey
Cody Zeller,F,6-11,240,29,POR,27,8,Indiana,2013 Rnd 1 Pick 4,United States
Ivica Zubac,C,7-0,240,24,LAC,76,5,KK Mega Bemax (Serbia),2016 Rnd 2 Pick 2,Bosnia and Herzegovina Croatia
