Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Wade Baldwin IV,G,6-4,220,21,POR,7,1,Vanderbilt,2016 Rnd 1 Pick 17,United States
Lonzo Ball,PG,6-6,190,20,LAL,52,0,UCLA,2017 Rnd 1 Pick 2,United States
J.J. Barea,G,5-10,180,33,DAL,69,11,Northeastern,"2006 NBA Draft, Undrafted",Puerto Rico United States
Harrison Barnes,SF,6-8,225,25,DAL,77,5,North Carolina,2012 Rnd 1 Pick 7,United States
Will Barton,GF,6-5,181,27,DEN,81,5,Memphis,2012 Rnd 2 Pick 10,United States
Nicolas Batum,F,6-8,230,29,CHA,64,9,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France
Jerryd Bayless,G,6-3,210,29,PHI,39,9,Arizona,2008 Rnd 1 Pick 11,United States
Aron Baynes,C,6-10,260,31,BOS,81,5,Washington State,"2009 NBA Draft, Undrafted",New Zealand Australia
Kent Bazemore,GF,6-4,195,28,ATL,65,5,Old Dominion,"2012 NBA Draft, Undrafted",United States
Bradley Beal,SG,6-3,207,24,WAS,82,5,Florida,2012 Rnd 1 Pick 3,United States
Malik Beasley,SG,6-4,187,21,DEN,62,1,Florida State,2016 Rnd 1 Pick 19,United States
Michael Beasley,PF,6-9,235,29,NYK,74,9,Kansas State,2008 Rnd 1 Pick 2,United States
Marco Belinelli,G,6-5,225,31,"ATL, PHL",80,10,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy
Jordan Bell,PF,6-8,216,23,GSW,57,0,Oregon,2017 Rnd 2 Pick 8,United States
DeAndre' Bembry,GF,6-5,210,23,ATL,26,1,Saint Joseph's,2016 Rnd 1 Pick 21,United States
Dragan Bender,PF,7-1,235,20,PHX,82,1,Maccabi FOX Tel Aviv (Israel),2016 Rnd 1 Pick 4,Bosnia and Herzegovina Croatia
Davis Bertans,SF,6-10,225,25,SAS,77,1,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia
Patrick Beverley,PG,6-1,180,29,LAC,11,5,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States
Khem Birch,PF,6-8,226,25,ORL,42,0,UNLV,"2014 NBA Draft, Undrafted",Canada
Jabari Bird,SG,6-6,198,23,BOS,13,0,California,2017 Rnd 2 Pick 26,United States
Bismack Biyombo,PF,6-9,255,25,ORL,82,6,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo
Nemanja Bjelica,PF,6-10,235,29,MIN,67,2,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia
Tarik Black,PF,6-9,250,26,HOU,51,3,Kansas,"2014 NBA Draft, Undrafted",United States
Antonio Blakeney,SG,6-4,197,21,CHI,19,0,LSU,"2017 NBA Draft, Undrafted",United States
Eric Bledsoe,PG,6-1,214,28,"MIL, PHX",74,7,Kentucky,2010 Rnd 1 Pick 18,United States
Vander Blue,SG,6-4,196,25,LAL,5,2,Marquette,"2013 NBA Draft, Undrafted",United States
Bogdan Bogdanovic,SG,6-6,220,25,SAC,78,0,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia
Bojan Bogdanovic,F,6-8,216,28,IND,80,3,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and Herzegovina Croatia
Andrew Bogut,C,7-0,260,33,LAL,24,12,Utah,2005 Rnd 1 Pick 1,Australia
Joel Bolomboy,FC,6-9,235,24,MIL,6,1,Weber State,2016 Rnd 2 Pick 22,United States Russia
Devin Booker,SG,6-6,206,21,PHX,54,2,Kentucky,2015 Rnd 1 Pick 13,United States
Trevor Booker,PF,6-8,228,30,"BRK, IND, PHL",68,7,Clemson,2010 Rnd 1 Pick 23,United States
Chris Boucher,PF,6-9,198,25,GSW,1,0,Oregon,"2017 NBA Draft, Undrafted",Saint Lucia Canada
Avery Bradley,PG,6-3,180,27,"DET, LAC",46,7,Texas,2010 Rnd 1 Pick 19,United States
Tony Bradley,C,6-10,248,20,UTA,9,0,North Carolina,2017 Rnd 1 Pick 28,United States
Corey Brewer,GF,6-9,186,31,"LAL, OKC",72,10,Florida,2007 Rnd 1 Pick 7,United States
Malcolm Brogdon,SG,6-5,229,25,MIL,48,1,Virginia,2016 Rnd 2 Pick 6,United States
Aaron Brooks,G,6-0,161,33,MIN,32,9,Oregon,2007 Rnd 1 Pick 26,United States
Dillon Brooks,F,6-6,220,22,MEM,82,0,Oregon,2017 Rnd 2 Pick 15,Canada
MarShon Brooks,GF,6-5,200,29,MEM,7,3,Providence,2011 Rnd 1 Pick 25,United States
Anthony Brown,GF,6-7,225,25,MIN,1,2,Stanford,2015 Rnd 2 Pick 4,United States
Bobby Brown,PG,6-2,175,33,HOU,20,3,Cal State Fullerton,"2007 NBA Draft, Undrafted",United States
Jaylen Brown,SF,6-6,220,21,BOS,70,1,California,2016 Rnd 1 Pick 3,United States
Lorenzo Brown,SG,6-5,189,27,TOR,14,3,NC State,2013 Rnd 2 Pick 22,United States Spain
Markel Brown,SG,6-3,190,26,HOU,4,2,Oklahoma State,2014 Rnd 2 Pick 14,United States
Sterling Brown,G,6-5,219,23,MIL,54,0,Southern Methodist,2017 Rnd 2 Pick 16,United States
Nicolas Brussino,G,6-8,195,24,ATL,4,1,Regatas Corrientes (Argentina),"2015 NBA Draft, Undrafted",Argentina
Thomas Bryant,C,6-10,248,20,LAL,15,0,Indiana,2017 Rnd 2 Pick 12,United States
Reggie Bullock,SG,6-6,205,26,DET,62,4,North Carolina,2013 Rnd 1 Pick 25,United States
Trey Burke,G,6-0,185,25,NYK,36,4,Michigan,2013 Rnd 1 Pick 9,United States
Alec Burks,SG,6-6,214,26,UTA,64,6,Colorado,2011 Rnd 1 Pick 12,United States
Jimmy Butler,GF,6-8,232,28,MIN,59,6,Marquette,2011 Rnd 1 Pick 30,United States
Dwight Buycks,G,6-3,190,28,DET,29,2,Marquette,"2011 NBA Draft, Undrafted",United States
Bruno Caboclo,PF,6-9,218,22,"SAC, TOR",12,3,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil
Jose Calderon,G,6-3,200,36,CLE,57,12,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
Kentavious Caldwell-Pope,SG,6-5,204,25,LAL,74,4,Georgia,2013 Rnd 1 Pick 8,United States
Isaiah Canaan,G,6-0,200,26,"HOU, PHX",20,4,Murray State,2013 Rnd 2 Pick 4,United States
Clint Capela,PF,6-10,240,23,HOU,74,3,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland
DeMarre Carroll,F,6-8,215,31,BRK,73,8,Missouri,2009 Rnd 1 Pick 27,United States
Vince Carter,SF,6-6,220,41,SAC,58,19,North Carolina,1998 Rnd 1 Pick 5,United States
Michael Carter-Williams,PG,6-6,195,26,CHA,52,4,Syracuse,2013 Rnd 1 Pick 11,United States
Alex Caruso,G,6-5,186,24,LAL,37,0,Texas A&M,"2016 NBA Draft, Undrafted",United States
Omri Casspi,F,6-9,225,29,GSW,53,8,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
Willie Cauley-Stein,C,7-0,240,24,SAC,73,2,Kentucky,2015 Rnd 1 Pick 6,United States
Tyler Cavanaugh,F,6-9,240,24,ATL,39,0,George Washington,"2017 NBA Draft, Undrafted",United States
Mario Chalmers,G,6-2,190,31,MEM,66,8,Kansas,2008 Rnd 2 Pick 4,United States
Tyson Chandler,C,7-1,240,35,PHX,46,16,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,30,DEN,74,10,DePaul,2007 Rnd 1 Pick 23,United States
Marquese Chriss,PF,6-9,240,20,PHX,72,1,Washington,2016 Rnd 1 Pick 8,United States
Ian Clark,G,6-3,175,26,NOP,74,4,Belmont,"2013 NBA Draft, Undrafted",United States
Jordan Clarkson,G,6-5,192,25,"CLE, LAL",81,3,Missouri,2014 Rnd 2 Pick 16,United States Philippines
Gian Clavell,G,6-4,185,24,DAL,7,0,Brujos de Guayama (United States),"2017 NBA Draft, Undrafted",Puerto Rico United States
Antonius Cleveland,G,6-6,195,24,"ATL, DAL",17,0,Southeast Missouri State,"2017 NBA Draft, Undrafted",United States
John Collins,PF,6-9,235,20,ATL,74,0,Wake Forest,2017 Rnd 1 Pick 19,United States
Zach Collins,C,6-11,250,20,POR,66,0,Gonzaga,2017 Rnd 1 Pick 10,United States
Kyle Collinsworth,G,6-6,210,26,DAL,32,0,Brigham Young,"2016 NBA Draft, Undrafted",United States
Darren Collison,PG,6-0,175,30,IND,69,8,UCLA,2009 Rnd 1 Pick 21,United States
Nick Collison,FC,6-10,255,37,OKC,15,14,Kansas,2003 Rnd 1 Pick 12,United States
Mike Conley,PG,6-1,175,30,MEM,12,10,Ohio State,2007 Rnd 1 Pick 4,United States
Pat Connaughton,SF,6-4,209,25,POR,82,2,Notre Dame,2015 Rnd 2 Pick 11,United States
Quinn Cook,PG,6-1,180,24,GSW,33,1,Duke,"2015 NBA Draft, Undrafted",United States
Charles Cooke,G,6-5,195,23,NOP,13,0,Dayton,"2017 NBA Draft, Undrafted",United States
Jack Cooley,PF,6-10,265,26,SAC,7,1,Notre Dame,"2013 NBA Draft, Undrafted",United States
Matt Costello,C,6-10,245,24,SAS,4,0,Michigan State,"2016 NBA Draft, Undrafted",United States Ivory Coast
DeMarcus Cousins,C,6-11,270,27,NOP,48,7,Kentucky,2010 Rnd 1 Pick 5,United States
Robert Covington,F,6-7,209,27,PHI,80,4,Tennessee State,"2013 NBA Draft, Undrafted",United States
Allen Crabbe,SG,6-6,212,25,BRK,75,4,California,2013 Rnd 2 Pick 1,United States
Torrey Craig,GF,6-7,221,27,DEN,39,0,USC Upstate,"2014 NBA Draft, Undrafted",United States
Jamal Crawford,SG,6-5,195,37,MIN,80,17,Michigan,2000 Rnd 1 Pick 8,United States
Jordan Crawford,G,6-5,195,29,NOP,5,5,Xavier,2010 Rnd 1 Pick 27,United States
Jae Crowder,SF,6-6,235,27,"CLE, UTH",80,5,Marquette,2012 Rnd 2 Pick 4,United States
Dante Cunningham,F,6-8,230,30,"BRK, NOP",73,8,Villanova,2009 Rnd 2 Pick 3,United States
Stephen Curry,G,6-3,198,29,GSW,51,8,Davidson,2009 Rnd 1 Pick 7,United States
Troy Daniels,G,6-4,205,26,PHX,79,4,VCU,"2013 NBA Draft, Undrafted",United States
Anthony Davis,PF,6-10,253,24,NOP,75,5,Kentucky,2012 Rnd 1 Pick 1,United States
Deyonta Davis,PF,6-9,237,21,MEM,62,1,Michigan State,2016 Rnd 2 Pick 1,United States
Ed Davis,PF,6-9,218,28,POR,78,7,North Carolina,2010 Rnd 1 Pick 13,United States
DeMar DeRozan,GF,6-6,220,28,TOR,80,8,USC,2009 Rnd 1 Pick 9,United States
Dewayne Dedmon,PF,7-0,245,28,ATL,62,4,USC,"2013 NBA Draft, Undrafted",United States
Sam Dekker,SF,6-9,230,23,LAC,73,2,Wisconsin,2015 Rnd 1 Pick 18,United States
Malcolm Delaney,SG,6-3,190,28,ATL,54,1,Virginia Tech,"2011 NBA Draft, Undrafted",United States
Matt Dellavedova,G,6-3,200,27,MIL,38,4,Saint Mary's,"2013 NBA Draft, Undrafted",Australia
Luol Deng,GF,6-9,220,32,LAL,1,13,Duke,2004 Rnd 1 Pick 7,England South Sudan
Cheick Diallo,PF,6-8,219,21,NOP,52,1,Kansas,2016 Rnd 2 Pick 3,Mali
Gorgui Dieng,FC,6-10,250,28,MIN,79,4,Louisville,2013 Rnd 1 Pick 21,Senegal
Spencer Dinwiddie,PG,6-5,215,24,BRK,80,3,Colorado,2014 Rnd 2 Pick 8,United States
Tyler Dorsey,SG,6-5,183,22,ATL,56,0,Oregon,2017 Rnd 2 Pick 11,United States Greece
Damyean Dotson,SG,6-5,205,23,NYK,44,0,Houston,2017 Rnd 2 Pick 14,United States
Milton Doyle,G,6-4,185,24,BRK,10,0,Loyola (IL),"2017 NBA Draft, Undrafted",United States
P.J. Dozier,PG,6-6,205,21,OKC,2,0,South Carolina,"2017 NBA Draft, Undrafted",United States
Goran Dragic,G,6-3,190,31,MIA,75,9,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Larry Drew,G,6-2,180,27,"NOP, PHL",10,1,UCLA,"2013 NBA Draft, Undrafted",United States
Andre Drummond,C,6-10,279,24,DET,78,5,Connecticut,2012 Rnd 1 Pick 9,United States
Jared Dudley,PF,6-7,237,32,PHX,48,10,Boston College,2007 Rnd 1 Pick 22,United States
Kris Dunn,SG,6-3,205,23,CHI,52,1,Providence,2016 Rnd 1 Pick 5,United States
Kevin Durant,SF,6-10,225,29,GSW,68,10,Texas,2007 Rnd 1 Pick 2,United States
Jarell Eddie,SF,6-8,218,26,"BOS, CHI",3,3,Virginia Tech,"2014 NBA Draft, Undrafted",United States
Henry Ellenson,PF,6-10,240,21,DET,38,1,Marquette,2016 Rnd 1 Pick 18,United States
Wayne Ellington,SG,6-4,207,30,MIA,77,8,North Carolina,2009 Rnd 1 Pick 28,United States
Joel Embiid,C,7-0,280,23,PHI,63,3,Kansas,2014 Rnd 1 Pick 3,Cameroon
James Ennis,GF,6-6,215,27,"DET, MEM",72,3,Long Beach State,2013 Rnd 2 Pick 20,United States
Tyler Ennis,PG,6-3,182,23,LAL,54,3,Syracuse,2014 Rnd 1 Pick 18,Canada
Jawun Evans,PG,6-0,190,21,LAC,48,0,Oklahoma State,2017 Rnd 2 Pick 9,United States
Jeremy Evans,F,6-9,200,30,ATL,1,6,Western Kentucky,2010 Rnd 2 Pick 25,United States
Tyreke Evans,G,6-6,220,28,MEM,52,8,Memphis,2009 Rnd 1 Pick 4,United States
Dante Exum,PG,6-5,214,22,UTA,14,3,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia
Kenneth Faried,F,6-8,220,28,DEN,32,6,Morehead State,2011 Rnd 1 Pick 22,United States
Derrick Favors,FC,6-10,265,26,UTA,77,7,Georgia Tech,2010 Rnd 1 Pick 3,United States
Kay Felder,PG,5-9,176,22,"CHI, DET",16,1,Oakland,2016 Rnd 2 Pick 24,United States
Cristiano Felicio,C,6-10,275,25,CHI,55,2,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil
Raymond Felton,PG,6-1,205,33,OKC,82,12,North Carolina,2005 Rnd 1 Pick 5,United States
Terrance Ferguson,SG,6-7,190,19,OKC,61,0,Adelaide (Australia),2017 Rnd 1 Pick 21,United States
Yogi Ferrell,G,6-0,180,24,DAL,82,1,Indiana,"2016 NBA Draft, Undrafted",United States
Dorian Finney-Smith,SF,6-7,220,24,DAL,21,1,Florida,"2016 NBA Draft, Undrafted",United States
Bryn Forbes,G,6-2,205,24,SAS,80,1,Michigan State,"2016 NBA Draft, Undrafted",United States
Evan Fournier,SG,6-7,205,25,ORL,57,5,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France
De'Aaron Fox,PG,6-3,185,20,SAC,73,0,Kentucky,2017 Rnd 1 Pick 5,United States
Tim Frazier,G,6-0,172,27,WAS,59,3,Penn State,"2014 NBA Draft, Undrafted",United States
Enes Freedom,F,6-10,250,25,NYK,71,6,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Channing Frye,FC,7-0,255,34,"CLE, LAL",53,12,Arizona,2005 Rnd 1 Pick 8,United States
Markelle Fultz,PG,6-4,210,19,PHI,14,0,Washington,2017 Rnd 1 Pick 1,United States
Danilo Gallinari,SF,6-10,233,29,LAC,21,9,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Langston Galloway,G,6-1,200,26,DET,58,3,Saint Joseph's,"2014 NBA Draft, Undrafted",United States
Marc Gasol,C,7-1,255,33,MEM,73,9,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Pau Gasol,FC,7-0,250,37,SAS,77,16,Barca (Spain),2001 Rnd 1 Pick 3,Spain
Rudy Gay,SF,6-8,240,31,SAS,57,11,Connecticut,2006 Rnd 1 Pick 8,United States
Paul George,GF,6-8,220,27,OKC,79,7,Fresno State,2010 Rnd 1 Pick 10,United States
Marcus Georges-Hunt,G,6-6,220,23,MIN,42,1,Georgia Tech,"2016 NBA Draft, Undrafted",United States
Jonathan Gibson,PG,6-2,185,30,BOS,4,1,New Mexico State,"2010 NBA Draft, Undrafted",United States
Taj Gibson,F,6-9,232,32,MIN,82,8,USC,2009 Rnd 1 Pick 26,United States
Manu Ginobili,SG,6-6,205,40,SAS,65,15,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
Rudy Gobert,C,7-1,256,25,UTA,56,4,Cholet Basket (France),2013 Rnd 1 Pick 27,France
Aaron Gordon,F,6-8,235,22,ORL,58,3,Arizona,2014 Rnd 1 Pick 4,United States
Eric Gordon,G,6-3,215,29,HOU,69,9,Indiana,2008 Rnd 1 Pick 7,United States
Marcin Gortat,FC,6-11,240,34,WAS,82,10,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
Treveon Graham,GF,6-5,225,24,CHA,63,1,VCU,"2015 NBA Draft, Undrafted",United States
Jerami Grant,F,6-8,210,23,OKC,81,3,Syracuse,2014 Rnd 2 Pick 9,United States
Jerian Grant,SG,6-4,198,25,CHI,74,2,Notre Dame,2015 Rnd 1 Pick 19,United States
Josh Gray,G,6-1,170,24,PHX,5,0,LSU,"2016 NBA Draft, Undrafted",United States
Danny Green,SF,6-6,220,30,SAS,70,8,North Carolina,2009 Rnd 2 Pick 16,United States
Draymond Green,F,6-6,234,27,GSW,70,5,Michigan State,2012 Rnd 2 Pick 5,United States
Gerald Green,GF,6-7,205,32,HOU,41,10,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States
JaMychal Green,PF,6-8,227,27,MEM,55,3,Alabama,"2012 NBA Draft, Undrafted",United States
Jeff Green,F,6-8,235,31,CLE,78,9,Georgetown,2007 Rnd 1 Pick 5,United States
Blake Griffin,PF,6-9,246,28,"DET, LAC",58,8,Oklahoma,2009 Rnd 1 Pick 1,United States
Daniel Hamilton,SG,6-7,195,22,OKC,6,0,Connecticut,2016 Rnd 2 Pick 26,United States
Tim Hardaway Jr.,SG,6-5,205,25,NYK,57,4,Michigan,2013 Rnd 1 Pick 24,United States
James Harden,SG,6-5,220,28,HOU,72,8,Arizona State,2009 Rnd 1 Pick 3,United States
Maurice Harkless,F,6-9,220,24,POR,59,5,St. John's,2012 Rnd 1 Pick 15,United States Puerto Rico
Montrezl Harrell,F,6-7,240,24,LAC,76,2,Louisville,2015 Rnd 2 Pick 2,United States
Devin Harris,G,6-3,185,35,"DAL, DEN",71,13,Wisconsin,2004 Rnd 1 Pick 5,United States
Gary Harris,SG,6-4,210,23,DEN,67,3,Michigan State,2014 Rnd 1 Pick 19,United States
Joe Harris,SG,6-6,215,26,BRK,78,3,Virginia,2014 Rnd 2 Pick 3,United States
Tobias Harris,F,6-7,230,25,"DET, LAC",80,6,Tennessee,2011 Rnd 1 Pick 19,United States
Aaron Harrison,GF,6-6,210,23,DAL,9,2,Kentucky,"2015 NBA Draft, Undrafted",United States
Andrew Harrison,G,6-4,210,23,MEM,56,1,Kentucky,2015 Rnd 2 Pick 14,United States
Shaquille Harrison,G,6-3,195,24,PHX,23,0,Tulsa,"2016 NBA Draft, Undrafted",United States
Josh Hart,SG,6-5,215,22,LAL,63,0,Villanova,2017 Rnd 1 Pick 30,United States
Udonis Haslem,FC,6-8,235,37,MIA,14,14,Florida,"2002 NBA Draft, Undrafted",United States
Nigel Hayes,F,6-8,254,23,"LAL, SAC, TOR",9,0,Wisconsin,"2017 NBA Draft, Undrafted",United States
Gordon Hayward,GF,6-7,225,27,BOS,1,7,Butler,2010 Rnd 1 Pick 9,United States
Reggie Hearn,G,6-5,210,26,DET,3,0,Northwestern,"2013 NBA Draft, Undrafted",United States
Myke Henry,SF,6-6,238,25,MEM,20,0,DePaul,"2016 NBA Draft, Undrafted",United States
John Henson,PF,6-11,219,27,MIL,76,5,North Carolina,2012 Rnd 1 Pick 14,United States
Juancho Hernangomez,F,6-9,215,22,DEN,25,1,Movistar Estudiantes (Spain),2016 Rnd 1 Pick 15,Spain
Willy Hernangomez,C,6-11,250,23,"CHA, NYK",48,1,Cajasol Seville U18 (Spain),2015 Rnd 2 Pick 5,Spain
Mario Hezonja,SG,6-8,220,23,ORL,75,2,FC Barcelona II (Spain),2015 Rnd 1 Pick 5,Croatia
Isaiah Hicks,PF,6-8,233,23,NYK,18,0,North Carolina,"2017 NBA Draft, Undrafted",United States
Buddy Hield,G,6-4,220,25,SAC,80,1,Oklahoma,2016 Rnd 1 Pick 6,Bahamas
George Hill,G,6-3,188,31,"CLE, SAC",67,9,IUPUI,2008 Rnd 1 Pick 26,United States
Solomon Hill,SF,6-6,226,26,NOP,12,4,Arizona,2013 Rnd 1 Pick 23,United States
Darrun Hilliard,SG,6-6,220,24,SAS,14,2,Villanova,2015 Rnd 2 Pick 8,United States
Jrue Holiday,G,6-4,205,27,NOP,81,8,UCLA,2009 Rnd 1 Pick 17,United States
Justin Holiday,SF,6-6,181,28,CHI,72,4,Washington,"2011 NBA Draft, Undrafted",United States
John Holland,SF,6-5,205,29,CLE,24,1,Boston University,"2011 NBA Draft, Undrafted",United States Puerto Rico
Rondae Hollis-Jefferson,SF,6-6,217,23,BRK,68,2,Arizona,2015 Rnd 1 Pick 23,United States
Richaun Holmes,F,6-10,240,24,PHI,48,2,Bowling Green,2015 Rnd 2 Pick 7,United States
Rodney Hood,F,6-8,205,25,"CLE, UTH",60,3,Duke,2014 Rnd 1 Pick 23,United States
Scotty Hopson,GF,6-7,204,28,DAL,1,1,Tennessee,"2011 NBA Draft, Undrafted",United States
Al Horford,FC,6-9,240,31,BOS,72,10,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Danuel House,F,6-6,215,24,PHX,23,1,Texas A&M,"2016 NBA Draft, Undrafted",United States
Dwight Howard,C,6-11,265,32,CHA,81,13,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Josh Huestis,SF,6-7,230,26,OKC,69,2,Stanford,2014 Rnd 1 Pick 29,United States
R.J. Hunter,G,6-6,190,24,HOU,5,2,Georgia State,2015 Rnd 1 Pick 28,United States
Vince Hunter,F,6-8,215,23,MEM,4,0,UTEP,"2015 NBA Draft, Undrafted",United States
Serge Ibaka,C,6-10,235,28,TOR,76,8,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,34,GSW,64,13,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,30,"ATL, PHL",69,10,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Joe Ingles,F,6-8,226,30,UTA,82,3,Melbourne South (Australia),"2009 NBA Draft, Undrafted",Australia
Andre Ingram,G,6-3,184,32,LAL,2,0,American University,"2007 NBA Draft, Undrafted",United States
Brandon Ingram,SF,6-7,190,20,LAL,59,1,Duke,2016 Rnd 1 Pick 2,United States
Kyrie Irving,G,6-2,191,25,BOS,60,6,Duke,2011 Rnd 1 Pick 1,United States Australia
Jonathan Isaac,SF,6-10,230,20,ORL,27,0,Florida State,2017 Rnd 1 Pick 6,United States
Wesley Iwundu,F,6-6,195,23,ORL,62,0,Kansas State,2017 Rnd 2 Pick 3,United States
Jarrett Jack,G,6-3,200,34,NYK,62,12,Georgia Tech,2005 Rnd 1 Pick 22,United States
Aaron Jackson,G,6-4,185,31,HOU,1,0,Duquesne,"2009 NBA Draft, Undrafted",United States
Demetrius Jackson,G,6-1,200,23,"HOU, PHL",15,1,Notre Dame,2016 Rnd 2 Pick 15,United States
Josh Jackson,SF,6-8,207,21,PHX,77,0,Kansas,2017 Rnd 1 Pick 4,United States
Justin Jackson,F,6-8,220,22,SAC,68,0,North Carolina,2017 Rnd 1 Pick 15,United States
Reggie Jackson,G,6-2,208,27,DET,45,6,Boston College,2011 Rnd 1 Pick 24,Italy United States
LeBron James,F,6-8,250,33,CLE,82,14,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Mike James,PG,6-1,190,27,"NOP, PHX",36,0,Lamar,"2012 NBA Draft, Undrafted",United States
Al Jefferson,FC,6-10,289,33,IND,36,13,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
Richard Jefferson,SF,6-7,233,37,DEN,20,16,Arizona,2001 Rnd 1 Pick 13,United States
Brandon Jennings,G,6-1,170,28,MIL,14,8,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
Jonas Jerebko,F,6-10,231,30,UTA,74,8,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
