Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Thomas Welsh,C,7-0,255,23,DEN,11,0,UCLA,2018 Rnd 2 Pick 28,United States
Russell Westbrook,G,6-3,200,30,OKC,73,10,UCLA,2008 Rnd 1 Pick 4,United States
Derrick White,G,6-4,195,24,SAS,67,1,Colorado,2017 Rnd 1 Pick 29,United States
Okaro White,F,6-8,205,26,WAS,3,2,Florida State,"2014 NBA Draft, Undrafted",United States
Hassan Whiteside,C,7-0,265,29,MIA,72,6,Marshall,2010 Rnd 2 Pick 3,United States
Andrew Wiggins,F,6-7,203,24,MIN,73,4,Kansas,2014 Rnd 1 Pick 1,Canada
Alan Williams,FC,6-8,265,26,BRK,5,3,UC Santa Barbara,"2015 NBA Draft, Undrafted",United States
C.J. Williams,SG,6-5,234,29,MIN,15,1,NC State,"2012 NBA Draft, Undrafted",United States
Johnathan Williams,PF,6-9,228,23,LAL,24,0,Gonzaga,"2018 NBA Draft, Undrafted",United States
Kenrich Williams,SF,6-7,210,24,NOP,46,0,Texas Christian,"2018 NBA Draft, Undrafted",United States
Lou Williams,G,6-1,175,32,LAC,75,13,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,32,CHA,75,13,North Carolina,2005 Rnd 1 Pick 2,United States
Robert Williams,PF,6-8,240,21,BOS,32,0,Texas A&M,2018 Rnd 1 Pick 27,United States
Troy Williams,SF,6-7,210,24,SAC,21,2,Indiana,"2016 NBA Draft, Undrafted",United States
D.J. Wilson,F,6-10,230,23,MIL,48,1,Michigan,2017 Rnd 1 Pick 17,United States
Justise Winslow,SF,6-6,222,22,MIA,66,3,Duke,2015 Rnd 1 Pick 10,United States
Christian Wood,PF,6-10,223,23,"MIL, NOP",21,2,UNLV,"2015 NBA Draft, Undrafted",United States
Delon Wright,G,6-5,185,26,"MEM, TOR",75,3,Utah,2015 Rnd 1 Pick 20,United States
Guerschon Yabusele,PF,6-8,260,23,BOS,41,1,Rouen Metropole Basket (France),2016 Rnd 1 Pick 16,France
Nick Young,SG,6-7,210,33,DEN,4,11,USC,2007 Rnd 1 Pick 16,United States
Thaddeus Young,F,6-8,235,30,IND,81,11,Georgia Tech,2007 Rnd 1 Pick 12,United States
Trae Young,PG,6-1,180,20,ATL,81,0,Oklahoma,2018 Rnd 1 Pick 5,United States
Cody Zeller,F,6-11,240,26,CHA,49,5,Indiana,2013 Rnd 1 Pick 4,United States
Tyler Zeller,C,7-0,250,29,"ATL, MEM",6,6,North Carolina,2012 Rnd 1 Pick 17,United States
Ante Zizic,C,6-11,254,22,CLE,59,1,KK Cibona (Croatia),2016 Rnd 1 Pick 23,Croatia
Ivica Zubac,C,7-0,240,21,"LAC, LAL",59,2,KK Mega Bemax (Serbia),2016 Rnd 2 Pick 2,Bosnia and Herzegovina Croatia
