Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Kevin Martin,SG,6-7,199,23,SAC,72,1,Western Carolina,2004 Rnd 1 Pick 26,United States
Desmond Mason,G-F,6-7,224,28,NOP,70,5,Oklahoma State,2000 Rnd 1 Pick 17,United States
Jason Maxiell,PF,6-7,260,23,DET,26,0,Cincinnati,2005 Rnd 1 Pick 26,United States
Sean May,PF,6-9,266,21,CHA,23,0,North Carolina,2005 Rnd 1 Pick 13,United States
D.J. Mbenga,FC,7-0,255,25,DAL,43,1,OpenJobMetis Varese (Italy),"2002 NBA Draft, Undrafted",Democratic Republic of the Congo Belgium
Rashad McCants,G,6-4,200,21,MIN,79,0,North Carolina,2005 Rnd 1 Pick 14,United States
Walter McCarty,F,6-10,230,32,LAC,36,9,Kentucky,1996 Rnd 1 Pick 19,United States
Antonio McDyess,F,6-9,245,31,DET,82,10,Alabama,1995 Rnd 1 Pick 2,United States
Tracy McGrady,GF,6-8,210,26,HOU,47,8,Mt. Zion Christian Academy (North Carolina),1997 Rnd 1 Pick 9,United States
Jeff McInnis,G,6-4,190,31,NJN,28,8,North Carolina,1996 Rnd 2 Pick 8,United States
Aaron McKie,G,6-5,209,33,LAL,14,11,Temple,1994 Rnd 1 Pick 17,United States
Keith McLeod,G,6-2,190,26,UTA,66,1,Bowling Green,"2002 NBA Draft, Undrafted",United States
Slava Medvedenko,F,6-10,250,26,LAL,2,5,BC Kyiv (Ukraine),"1998 NBA Draft, Undrafted",Ukraine
Chris Mihm,C,7-0,265,26,LAL,59,5,Texas,2000 Rnd 1 Pick 7,United States
Aaron Miles,G,6-1,175,22,GSW,19,0,Kansas,"2005 NBA Draft, Undrafted",United States
C.J. Miles,GF,6-6,220,18,UTA,23,0,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Darius Miles,F,6-9,210,24,POR,40,5,East St. Louis Senior High School (Illinois),2000 Rnd 1 Pick 3,United States
Darko Milicic,FC,7-0,275,20,"DET, ORL",55,2,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
Andre Miller,PG,6-3,200,29,DEN,82,6,Utah,1999 Rnd 1 Pick 8,United States
Brad Miller,C,7-0,261,29,SAC,79,7,Purdue,"1998 NBA Draft, Undrafted",United States
Mike Miller,GF,6-8,218,26,MEM,74,5,Florida,2000 Rnd 1 Pick 5,United States
Yao Ming,C,7-6,310,25,HOU,57,3,Shanghai Dongfang (China),2002 Rnd 1 Pick 1,China
Cuttino Mobley,G,6-4,190,30,LAC,79,7,Rhode Island,1998 Rnd 2 Pick 12,United States
Nazr Mohammed,C,6-10,250,28,SAS,80,7,Kentucky,1998 Rnd 1 Pick 29,United States
Sergei Monia,PF,6-8,220,22,"POR, SAC",26,0,Dynamo Saint Petersburg (Russia),2004 Rnd 1 Pick 23,Russia
Mikki Moore,F-C,6-11,225,30,SEA,47,8,Nebraska,"1997 NBA Draft, Undrafted",United States
Terence Morris,F,6-9,221,27,ORL,22,3,Maryland,2001 Rnd 2 Pick 5,United States
Alonzo Mourning,C,6-10,240,36,MIA,65,13,Georgetown,1992 Rnd 1 Pick 2,United States
Troy Murphy,FC,6-11,245,25,GSW,74,4,Notre Dame,2001 Rnd 1 Pick 14,United States
Flip Murray,SG,6-3,200,26,"CLE, SEA",76,3,Shaw,2002 Rnd 2 Pick 13,United States
Lamond Murray,SF,6-7,236,32,NJN,57,11,California,1994 Rnd 1 Pick 7,United States
Dikembe Mutombo,C,7-2,260,39,HOU,64,14,Georgetown,1991 Rnd 1 Pick 4,Democratic Republic of the Congo
Bostjan Nachbar,F,6-10,220,25,"NJN, NOP",36,3,Universo De'Longhi Treviso (Italy),2002 Rnd 1 Pick 15,Slovenia
Lee Nailon,F,6-9,238,31,PHI,22,5,Texas Christian,1999 Rnd 2 Pick 14,United States
Eduardo Najera,F,6-8,235,29,DEN,64,5,Oklahoma,2000 Rnd 2 Pick 9,Mexico
Steve Nash,G,6-3,178,32,PHX,79,9,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Boniface Ndong,C,7-0,240,28,LAC,22,0,Brose Baskets Bamberg (Germany),"1999 NBA Draft, Undrafted",Senegal Germany
Jameer Nelson,G,6-0,190,24,ORL,62,1,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,23,DEN,1,3,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Rasho Nesterovic,C,7-0,255,29,SAS,80,7,Virtus Bologna (Italy),1998 Rnd 1 Pick 17,Slovenia
Ira Newble,G-F,6-7,220,31,CLE,36,6,Miami (OH),"1997 NBA Draft, Undrafted",United States
Andres Nocioni,F,6-7,225,26,CHI,82,1,Baskonia (Spain),"2001 NBA Draft, Undrafted",Argentina
Moochie Norris,G,6-1,175,32,"HOU, NOP",45,8,West Florida,1996 Rnd 2 Pick 4,United States
Dirk Nowitzki,PF,7-0,245,27,DAL,81,7,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jermaine O'Neal,FC,6-11,235,27,IND,51,9,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Shaquille O'Neal,C,7-1,325,33,MIA,59,13,LSU,1992 Rnd 1 Pick 1,United States
Fabricio Oberto,FC,6-10,245,30,SAS,59,0,Valencia Basket (Spain),"1997 NBA Draft, Undrafted",Argentina Italy
Lamar Odom,PF,6-10,230,26,LAL,80,6,Rhode Island,1999 Rnd 1 Pick 4,United States
Emeka Okafor,FC,6-10,255,23,CHA,26,1,Connecticut,2004 Rnd 1 Pick 2,United States
Mehmet Okur,FC,6-11,249,26,UTA,82,3,Anadolu Efes (Turkey),2001 Rnd 2 Pick 9,Turkey
Kevin Ollie,G,6-4,195,33,PHI,70,9,Connecticut,"1995 NBA Draft, Undrafted",United States
Michael Olowokandi,C,7-0,270,30,"BOS, MIN",48,7,Pacific,1998 Rnd 1 Pick 1,Nigeria England
Greg Ostertag,C,7-2,280,32,UTA,60,10,Kansas,1995 Rnd 1 Pick 28,United States
Bo Outlaw,F,6-8,210,34,ORL,32,12,Houston,"1993 NBA Draft, Undrafted",United States
Travis Outlaw,F,6-9,207,21,POR,69,2,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
Andre Owens,G,6-4,200,25,UTA,23,0,Houston,"2005 NBA Draft, Undrafted",United States
Zaza Pachulia,C,6-11,270,22,ATL,78,2,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Scott Padgett,F,6-9,240,29,NJN,62,6,Kentucky,1999 Rnd 1 Pick 28,United States
Milt Palacio,G,6-3,195,28,UTA,71,6,Colorado State,"1999 NBA Draft, Undrafted",United States Norway
Jannero Pargo,PG,6-1,185,26,CHI,57,3,Arkansas,"2002 NBA Draft, Undrafted",United States
Smush Parker,G,6-4,190,24,LAL,82,3,Fordham,"2002 NBA Draft, Undrafted",United States
Tony Parker,G,6-2,185,23,SAS,80,4,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Ruben Patterson,F-G,6-5,223,30,"DEN, POR",71,7,Cincinnati,1998 Rnd 2 Pick 2,United States
Chris Paul,PG,6-0,175,20,NOP,78,0,Wake Forest,2005 Rnd 1 Pick 4,United States
Sasha Pavlovic,GF,6-7,235,22,CLE,53,2,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
Gary Payton,G,6-4,180,37,MIA,81,15,Oregon State,1990 Rnd 1 Pick 2,United States
Kendrick Perkins,C,6-10,270,21,BOS,68,2,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Morris Peterson,G,6-7,220,28,TOR,82,5,Michigan State,2000 Rnd 1 Pick 21,United States
Johan Petro,C,7-0,247,20,SEA,68,0,Pau-Orthez (France),2005 Rnd 1 Pick 25,France
Eric Piatkowski,G-F,6-7,210,35,CHI,29,11,Nebraska,1994 Rnd 1 Pick 15,United States
Paul Pierce,SF,6-7,235,28,BOS,79,7,Kansas,1998 Rnd 1 Pick 10,United States
Mickael Pietrus,GF,6-6,215,24,GSW,52,2,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
Zoran Planinic,GF,6-7,210,23,NJN,55,2,Khimki (Russia),2003 Rnd 1 Pick 22,Croatia
Pavel Podkolzin,C,7-5,260,21,DAL,1,1,OpenJobMetis Varese (Italy),2004 Rnd 1 Pick 21,Russia
Scot Pollard,C-F,6-11,265,31,IND,45,8,Kansas,1997 Rnd 1 Pick 19,United States
James Posey,F,6-8,217,29,MIA,67,6,Xavier,1999 Rnd 1 Pick 18,United States
Vitaly Potapenko,C-F,6-10,280,30,"SAC, SEA",33,9,Wright State,1996 Rnd 1 Pick 12,Ukraine
Josh Powell,FC,6-9,225,23,DAL,37,1,NC State,"2003 NBA Draft, Undrafted",United States
Ronnie Price,G,6-2,190,22,SAC,29,0,Utah Valley,"2005 NBA Draft, Undrafted",United States
Tayshaun Prince,F,6-9,212,26,DET,82,3,Kentucky,2002 Rnd 1 Pick 23,United States
Laron Profit,G-F,6-5,204,28,LAL,25,5,Maryland,1999 Rnd 2 Pick 9,United States
Joel Przybilla,C,7-1,245,26,POR,56,5,Minnesota,2000 Rnd 1 Pick 9,United States
Vladimir Radmanovic,PF,6-10,235,25,"LAC, SEA",77,4,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Shavlik Randolph,F,6-10,236,22,PHI,57,0,Duke,"2005 NBA Draft, Undrafted",United States
Zach Randolph,PF,6-9,260,24,POR,74,4,Michigan State,2001 Rnd 1 Pick 19,United States
Theo Ratliff,C,6-10,235,32,POR,55,10,Wyoming,1995 Rnd 1 Pick 18,United States
Zeljko Rebraca,C,7-0,265,33,LAC,29,4,KK Partizan (Serbia),1994 Rnd 2 Pick 27,Serbia
Michael Redd,G,6-6,220,26,MIL,80,5,Ohio State,2000 Rnd 2 Pick 14,United States
Justin Reed,F,6-8,240,24,"BOS, MIN",72,1,Ole Miss,2004 Rnd 2 Pick 11,United States
Jason Richardson,GF,6-6,225,25,GSW,75,4,Michigan State,2001 Rnd 1 Pick 5,United States
Quentin Richardson,GF,6-6,223,25,NYK,55,5,DePaul,2000 Rnd 1 Pick 18,United States
Luke Ridnour,PG,6-2,175,25,SEA,79,2,Oregon,2003 Rnd 1 Pick 14,United States
Anthony Roberson,SG,6-3,198,23,MEM,16,0,Florida,"2005 NBA Draft, Undrafted",United States
Lawrence Roberts,PF,6-8,240,23,MEM,33,0,Mississippi State,2005 Rnd 2 Pick 25,United States
Bernard Robinson,GF,6-6,210,25,CHA,66,1,Michigan,2004 Rnd 2 Pick 16,United States
Cliff Robinson,PF,6-10,225,39,NJN,80,16,Connecticut,1989 Rnd 2 Pick 9,United States
Nate Robinson,G,5-9,180,21,NYK,72,0,Washington,2005 Rnd 1 Pick 21,United States
Jalen Rose,G,6-8,210,33,"NYK, TOR",72,11,Michigan,1994 Rnd 1 Pick 13,United States
Malik Rose,F,6-7,250,31,NYK,72,9,Drexel,1996 Rnd 2 Pick 15,United States
Quinton Ross,GF,6-6,195,24,LAC,67,2,Southern Methodist,"2003 NBA Draft, Undrafted",United States
Michael Ruffin,F-C,6-9,245,29,WAS,76,5,Tulsa,1999 Rnd 2 Pick 3,United States
Kareem Rush,G,6-6,201,25,CHA,47,3,Missouri,2002 Rnd 1 Pick 20,United States
Bryon Russell,SG,6-7,225,35,DEN,1,12,Long Beach State,1993 Rnd 2 Pick 18,United States
John Salmons,GF,6-7,210,26,PHI,82,3,Miami (FL),2002 Rnd 1 Pick 26,United States
Jamal Sampson,FC,6-11,235,22,SAC,12,3,California,2002 Rnd 2 Pick 18,United States
Melvin Sanders,SG,6-5,210,25,SAS,16,2,Oklahoma State,"2003 NBA Draft, Undrafted",United States
Brian Scalabrine,PF,6-9,241,27,BOS,71,4,USC,2001 Rnd 2 Pick 6,United States
Alex Scales,G,6-4,180,27,SAS,1,2,Oregon,"2000 NBA Draft, Undrafted",United States
Luke Schenscher,C,7-1,255,23,CHI,20,0,Georgia Tech,"2005 NBA Draft, Undrafted",Australia
Ha Seung-Jin,C,7-3,305,20,POR,27,1,Yonsei University (South Korea),2004 Rnd 2 Pick 17,South Korea
Wayne Simien,F,6-9,255,22,MIA,43,0,Kansas,2005 Rnd 1 Pick 29,United States
Bobby Simmons,F,6-6,235,25,MIL,75,4,DePaul,2001 Rnd 2 Pick 13,United States
James Singleton,F,6-8,230,24,LAC,59,0,Murray State,"2003 NBA Draft, Undrafted",United States
Brian Skinner,FC,6-9,255,29,"POR, SAC",65,7,Baylor,1998 Rnd 1 Pick 22,United States
Charles Cornelius Smith,SG,6-4,194,30,"DEN, POR",21,5,New Mexico,1997 Rnd 1 Pick 26,United States
Donta Smith,GF,6-7,215,22,ATL,23,1,Southeastern Illinois,2004 Rnd 2 Pick 5,United States Venezuela
J.R. Smith,SG,6-6,225,20,NOP,55,1,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Joe Smith,F,6-10,225,30,MIL,44,10,Maryland,1995 Rnd 1 Pick 1,United States
Josh Smith,PF,6-9,225,20,ATL,80,1,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Eric Snow,G,6-3,190,32,CLE,82,10,Michigan State,1995 Rnd 2 Pick 14,United States
Kirk Snyder,F-G,6-6,225,22,NOP,68,1,Nevada,2004 Rnd 1 Pick 16,United States
Darius Songaila,PF,6-8,248,28,CHI,62,2,Wake Forest,2002 Rnd 2 Pick 21,Lithuania
Pape Sow,FC,6-10,224,24,TOR,42,1,Cal State Fullerton,2004 Rnd 2 Pick 18,Senegal
Jerry Stackhouse,SF,6-6,218,31,DAL,55,10,North Carolina,1995 Rnd 1 Pick 3,United States
DeShawn Stevenson,SG,6-5,218,24,ORL,82,5,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Peja Stojakovic,F,6-10,229,28,"IND, SAC",71,7,PAOK BC (Greece),1996 Rnd 1 Pick 14,Serbia Greece
Awvee Storey,F-G,6-6,222,28,WAS,25,1,Arizona State,"2002 NBA Draft, Undrafted",United States
Damon Stoudamire,G,5-10,171,32,MEM,27,10,Arizona,1995 Rnd 1 Pick 7,United States
Salim Stoudamire,G,6-1,186,23,ATL,61,0,Arizona,2005 Rnd 2 Pick 1,United States
Amar'e Stoudemire,FC,6-10,245,23,PHX,3,3,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Mike Sweetney,PF,6-8,275,23,CHI,66,2,Georgetown,2003 Rnd 1 Pick 9,United States
Robert Swift,C,7-0,245,20,SEA,47,1,Bakersfield High School (California),2004 Rnd 1 Pick 12,United States
Stromile Swift,F-C,6-9,225,26,HOU,66,5,LSU,2000 Rnd 1 Pick 2,United States
Wally Szczerbiak,F,6-7,240,28,"BOS, MIN",72,6,Miami (OH),1999 Rnd 1 Pick 6,United States Spain
Chris Taft,F,6-10,265,20,GSW,17,0,Pittsburgh,2005 Rnd 2 Pick 12,United States
Donell Taylor,G,6-6,180,24,WAS,51,0,UAB,"2005 NBA Draft, Undrafted",United States
Mo Taylor,F,6-9,265,29,NYK,67,8,Michigan,1997 Rnd 1 Pick 14,United States
Sebastian Telfair,PG,6-0,170,20,POR,68,1,Abraham Lincoln High School (New York),2004 Rnd 1 Pick 13,United States
Jason Terry,G,6-2,185,28,DAL,80,6,Arizona,1999 Rnd 1 Pick 10,United States
Billy Thomas,G,6-4,208,30,WAS,17,1,Kansas,"1998 NBA Draft, Undrafted",United States
Etan Thomas,C,6-9,256,27,WAS,71,5,Syracuse,2000 Rnd 1 Pick 12,United States
James Thomas,F,6-8,235,25,"CHI, PHL",22,1,Texas,"2004 NBA Draft, Undrafted",United States
John Thomas,FC,6-9,265,30,"ATL, MEM, NJN",16,4,Minnesota,1997 Rnd 1 Pick 25,United States
Kenny Thomas,F,6-7,245,28,SAC,82,6,New Mexico,1999 Rnd 1 Pick 22,United States
Kurt Thomas,FC,6-9,240,33,PHX,53,10,Texas Christian,1995 Rnd 1 Pick 10,United States
Tim Thomas,F,6-10,240,29,"CHI, PHX",29,8,Villanova,1997 Rnd 1 Pick 7,United States
Dijon Thompson,SF,6-7,195,22,PHX,10,0,UCLA,2005 Rnd 2 Pick 24,United States
Jamaal Tinsley,PG,6-3,188,28,IND,42,4,Iowa State,2001 Rnd 1 Pick 27,United States
Jake Tsakalidis,C,7-2,285,26,MEM,51,5,AEK Athens (Greece),2000 Rnd 1 Pick 25,Greece Georgia
Nikoloz Tskitishvili,F,7-0,225,22,"MIN, PHX",17,3,Universo De'Longhi Treviso (Italy),2002 Rnd 1 Pick 5,Georgia
Ronny Turiaf,FC,6-10,241,23,LAL,23,0,Gonzaga,2005 Rnd 2 Pick 7,France
Hedo Turkoglu,F,6-10,220,26,ORL,78,5,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Ime Udoka,G-F,6-5,220,28,NYK,8,2,Portland State,"2000 NBA Draft, Undrafted",United States Nigeria
Beno Udrih,G,6-4,205,23,SAS,54,1,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Nick Van Exel,PG,6-1,170,34,SAS,65,12,Cincinnati,1993 Rnd 2 Pick 10,United States
Keith Van Horn,F,6-10,220,30,DAL,53,8,Utah,1997 Rnd 1 Pick 2,United States
Anderson Varejao,C,6-10,273,23,CLE,47,1,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Jacque Vaughn,G,6-1,190,31,NJN,80,8,Kansas,1997 Rnd 1 Pick 27,United States
Charlie Villanueva,F,6-11,238,21,TOR,81,0,Connecticut,2005 Rnd 1 Pick 7,United States Dominican Republic
Jake Voskuhl,C,6-11,245,28,CHA,51,5,Connecticut,2000 Rnd 2 Pick 4,United States
Jackson Vroman,FC,6-10,220,24,NOP,41,1,Iowa State,2004 Rnd 2 Pick 2,United States Lebanon
Sasha Vujacic,G,6-7,195,21,LAL,82,1,Pallalcesto Amatori Udine (Italy),2004 Rnd 1 Pick 27,Slovenia
Dwyane Wade,SG,6-4,220,24,MIA,75,2,Marquette,2003 Rnd 1 Pick 5,United States
Von Wafer,GF,6-5,210,20,LAL,16,0,Florida State,2005 Rnd 2 Pick 9,United States
Antoine Walker,F,6-9,265,29,MIA,82,9,Kentucky,1996 Rnd 1 Pick 6,United States
Samaki Walker,PF,6-9,250,30,IND,7,9,Louisville,1996 Rnd 1 Pick 9,United States
Ben Wallace,FC,6-9,240,31,DET,82,9,Virginia Union,"1996 NBA Draft, Undrafted",United States
Gerald Wallace,F,6-7,220,23,CHA,55,4,Alabama,2001 Rnd 1 Pick 25,United States
Rasheed Wallace,FC,6-11,230,31,DET,80,10,North Carolina,1995 Rnd 1 Pick 4,United States
Matt Walsh,GF,6-6,205,23,MIA,2,0,Florida,"2005 NBA Draft, Undrafted",United States
Luke Walton,F,6-8,235,25,LAL,69,2,Arizona,2003 Rnd 2 Pick 3,United States
Hakim Warrick,F,6-9,219,23,MEM,68,0,Syracuse,2005 Rnd 1 Pick 19,United States
Earl Watson,PG,6-1,199,26,"DEN, SEA",70,4,UCLA,2001 Rnd 2 Pick 11,United States
Chris Webber,F-C,6-9,245,32,PHI,75,12,Michigan,1993 Rnd 1 Pick 1,United States
Martell Webster,SF,6-7,230,19,POR,61,0,Seattle Preparatory School (Washington),2005 Rnd 1 Pick 6,United States
Bonzi Wells,G-F,6-5,210,29,SAC,52,7,Ball State,1998 Rnd 1 Pick 11,United States
Jiri Welsch,F,6-6,208,26,MIL,58,3,Union Olimpija (Slovenia),2002 Rnd 1 Pick 16,Czech Republic
David Wesley,G,6-0,190,35,HOU,71,12,Baylor,"1992 NBA Draft, Undrafted",United States
David West,PF,6-9,250,25,NOP,74,2,Xavier,2003 Rnd 1 Pick 18,United States
Delonte West,G,6-3,180,22,BOS,71,1,Saint Joseph's,2004 Rnd 1 Pick 24,United States
Robert Whaley,C,6-10,260,23,UTA,23,0,Walsh,2005 Rnd 2 Pick 21,United States
Chris Wilcox,FC,6-10,235,23,"LAC, SEA",77,3,Maryland,2002 Rnd 1 Pick 8,United States
Damien Wilkins,GF,6-6,225,26,SEA,82,1,Georgia,"2004 NBA Draft, Undrafted",United States
Mike Wilks,G,5-10,185,26,"CLE, SEA",46,4,Rice,"2001 NBA Draft, Undrafted",United States
Aaron Williams,F-C,6-9,220,34,"NOP, TOR",47,11,Xavier,"1993 NBA Draft, Undrafted",United States
Alvin Williams,G,6-5,185,31,TOR,1,8,Villanova,1997 Rnd 2 Pick 19,United States
Deron Williams,PG,6-3,200,21,UTA,80,0,Illinois,2005 Rnd 1 Pick 3,United States
Eric Williams,F,6-8,220,33,TOR,28,10,Providence,1995 Rnd 1 Pick 14,United States
Jason Williams,G,6-1,190,30,MIA,59,7,Florida,1998 Rnd 1 Pick 7,United States
Lou Williams,G,6-1,175,19,PHI,30,0,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,19,ATL,79,0,North Carolina,2005 Rnd 1 Pick 2,United States
Mo Williams,G,6-1,198,23,MIL,58,2,Alabama,2003 Rnd 2 Pick 18,United States
Corliss Williamson,F,6-7,245,32,SAC,37,10,Arkansas,1995 Rnd 1 Pick 13,United States
Loren Woods,C,7-1,245,27,TOR,27,4,Arizona,2001 Rnd 2 Pick 17,United States
Qyntel Woods,F,6-8,221,25,NYK,49,3,Northeast Mississippi CC,2002 Rnd 1 Pick 21,United States
Metta World Peace,SF,6-7,260,26,"IND, SAC",56,6,St. John's,1999 Rnd 1 Pick 16,United States
Antoine Wright,GF,6-7,210,22,NJN,39,0,Texas A&M,2005 Rnd 1 Pick 15,United States
Bracey Wright,G,6-3,210,21,MIN,7,0,Indiana,2005 Rnd 2 Pick 17,United States
Dorell Wright,F,6-9,205,20,MIA,20,1,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
Lorenzen Wright,F-C,6-11,255,30,MEM,78,9,Memphis,1996 Rnd 1 Pick 7,United States
Derrick Zimmerman,G,6-3,195,24,NJN,2,2,Mississippi State,2003 Rnd 2 Pick 11,United States
